effect	time	lit	sum	lit_srgb	sum_srgb
Atk_BulletImpact_Vox-pulse digital	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	3.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.15	35	30	65536	62764
Atk_BulletImpact_Vox-pulse purple	0.30	40	30	65536	62764
Atk_BulletImpact_Vox-pulse purple	0.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.75	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	3.00	0	0	65536	62740
Atk_ChemVial_2	0.15	14	23	65536	62758
Atk_ChemVial_2	0.30	18	27	65536	62761
Atk_ChemVial_2	0.50	16	31	65536	62764
Atk_ChemVial_2	0.75	8	15	65536	62752
Atk_ChemVial_2	1.00	0	0	65536	62740
Atk_ChemVial_2	1.50	0	0	65536	62740
Atk_ChemVial_2	2.00	0	0	65536	62740
Atk_ChemVial_2	3.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.15	3119	1628	65536	63882
Atk_ExileGlaiveThrow Movement	0.30	2	2	65536	62742
Atk_ExileGlaiveThrow Movement	0.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.75	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	2.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	3.00	0	0	65536	62740
Atk_GrotGrenade	0.15	3119	1625	65536	63881
Atk_GrotGrenade	0.30	12	7	65536	62746
Atk_GrotGrenade	0.50	10	6	65536	62745
Atk_GrotGrenade	0.75	8	5	65536	62744
Atk_GrotGrenade	1.00	0	0	65536	62740
Atk_GrotGrenade	1.50	0	0	65536	62740
Atk_GrotGrenade	2.00	0	0	65536	62740
Atk_GrotGrenade	3.00	0	0	65536	62740
Atk_GrotGrenade_big	0.15	3119	1622	65536	63877
Atk_GrotGrenade_big	0.30	24	9	65536	62744
Atk_GrotGrenade_big	0.50	22	8	65536	62745
Atk_GrotGrenade_big	0.75	10	4	65536	62743
Atk_GrotGrenade_big	1.00	0	0	65536	62740
Atk_GrotGrenade_big	1.50	0	0	65536	62740
Atk_GrotGrenade_big	2.00	0	0	65536	62740
Atk_GrotGrenade_big	3.00	0	0	65536	62740
Atk_GrotRock	0.15	2400	1090	65536	63508
Atk_GrotRock	0.30	4	3	65536	62743
Atk_GrotRock	0.50	4	3	65536	62743
Atk_GrotRock	0.75	0	0	65536	62740
Atk_GrotRock	1.00	0	0	65536	62740
Atk_GrotRock	1.50	0	0	65536	62740
Atk_GrotRock	2.00	0	0	65536	62740
Atk_GrotRock	3.00	0	0	65536	62740
Atk_HelspearThrow Movement	0.15	3119	1628	65536	63882
Atk_HelspearThrow Movement	0.30	0	0	65536	62740
Atk_HelspearThrow Movement	0.50	0	0	65536	62740
Atk_HelspearThrow Movement	0.75	0	0	65536	62740
Atk_HelspearThrow Movement	1.00	0	0	65536	62740
Atk_HelspearThrow Movement	1.50	0	0	65536	62740
Atk_HelspearThrow Movement	2.00	0	0	65536	62740
Atk_HelspearThrow Movement	3.00	0	0	65536	62740
Atk_JainasMor	0.15	3272	4582	65536	66525
Atk_JainasMor	0.30	4529	5571	65536	67494
Atk_JainasMor	0.50	6085	5727	65536	67792
Atk_JainasMor	0.75	7511	5313	65536	67321
Atk_JainasMor	1.00	387	441	65536	63076
Atk_JainasMor	1.50	0	0	65536	62740
Atk_JainasMor	2.00	0	0	65536	62740
Atk_JainasMor	3.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	0.15	3119	1628	65536	63883
Atk_KrootJavelinThrow Movement	0.30	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.50	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.75	4	2	65536	62742
Atk_KrootJavelinThrow Movement	1.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	1.50	0	0	65536	62740
Atk_KrootJavelinThrow Movement	2.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	0.15	3039	1621	65536	63890
Atk_Rokkit-Harpoon big	0.30	235	152	65536	62866
Atk_Rokkit-Harpoon big	0.50	312	191	65536	62898
Atk_Rokkit-Harpoon big	0.75	247	118	65536	62835
Atk_Rokkit-Harpoon big	1.00	76	32	65536	62766
Atk_Rokkit-Harpoon big	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon big	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	0.15	3039	1621	65536	63890
Atk_Rokkit-Harpoon small	0.30	235	152	65536	62866
Atk_Rokkit-Harpoon small	0.50	312	191	65536	62898
Atk_Rokkit-Harpoon small	0.75	247	118	65536	62835
Atk_Rokkit-Harpoon small	1.00	76	32	65536	62766
Atk_Rokkit-Harpoon small	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon small	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	3.00	0	0	65536	62740
Atk_StikkaThrow Movement	0.15	3119	1624	65536	63873
Atk_StikkaThrow Movement	0.30	42	6	65533	62726
Atk_StikkaThrow Movement	0.50	41	7	65536	62729
Atk_StikkaThrow Movement	0.75	0	0	65536	62740
Atk_StikkaThrow Movement	1.00	0	0	65536	62740
Atk_StikkaThrow Movement	1.50	0	0	65536	62740
Atk_StikkaThrow Movement	2.00	0	0	65536	62740
Atk_StikkaThrow Movement	3.00	0	0	65536	62740
Attack_Stomp	0.15	2728	2991	65536	65358
Attack_Stomp	0.30	5872	5072	65536	67207
Attack_Stomp	0.50	904	637	65536	63460
Attack_Stomp	0.75	1117	910	65536	63519
Attack_Stomp	1.00	1367	1037	65536	63612
Attack_Stomp	1.50	712	367	65536	63034
Attack_Stomp	2.00	0	0	65536	62740
Attack_Stomp	3.00	0	0	65536	62740
AttackHitSmall	0.15	20	17	65536	62755
AttackHitSmall	0.30	1	1	65536	62741
AttackHitSmall	0.50	0	0	65536	62740
AttackHitSmall	0.75	1	1	65536	62741
AttackHitSmall	1.00	0	0	65536	62740
AttackHitSmall	1.50	0	0	65536	62740
AttackHitSmall	2.00	0	0	65536	62740
AttackHitSmall	3.00	0	0	65536	62740
AttackSquigEffect	0.15	0	0	65536	62740
AttackSquigEffect	0.30	0	0	65536	62740
AttackSquigEffect	0.50	0	0	65536	62740
AttackSquigEffect	0.75	38	15	65536	62749
AttackSquigEffect	1.00	0	0	65536	62740
AttackSquigEffect	1.50	0	0	65536	62740
AttackSquigEffect	2.00	0	0	65536	62740
AttackSquigEffect	3.00	0	0	65536	62740
Aura_WhileInPlay_1	0.15	0	0	65536	62740
Aura_WhileInPlay_1	0.30	1	0	65536	62740
Aura_WhileInPlay_1	0.50	4	2	65536	62742
Aura_WhileInPlay_1	0.75	7	4	65536	62743
Aura_WhileInPlay_1	1.00	10	9	65536	62747
Aura_WhileInPlay_1	1.50	9	8	65536	62746
Aura_WhileInPlay_1	2.00	7	8	65536	62747
Aura_WhileInPlay_1	3.00	10	7	65536	62746
Aura_WhileInPlay_2	0.15	0	0	65536	62740
Aura_WhileInPlay_2	0.30	2	1	65536	62741
Aura_WhileInPlay_2	0.50	7	2	65536	62742
Aura_WhileInPlay_2	0.75	15	5	65536	62744
Aura_WhileInPlay_2	1.00	24	9	65536	62746
Aura_WhileInPlay_2	1.50	45	16	65536	62751
Aura_WhileInPlay_2	2.00	42	15	65536	62753
Aura_WhileInPlay_2	3.00	47	17	65536	62753
Axe_Slash_User_SW	0.15	356	797	65536	63306
Axe_Slash_User_SW	0.30	352	779	65536	63293
Axe_Slash_User_SW	0.50	281	733	65536	63255
Axe_Slash_User_SW	0.75	249	689	65536	63221
Axe_Slash_User_SW	1.00	246	682	65536	63217
Axe_Slash_User_SW	1.50	246	680	65536	63216
Axe_Slash_User_SW	2.00	0	0	65536	62740
Axe_Slash_User_SW	3.00	0	0	65536	62740
BacklashEffect	0.15	0	0	65536	62740
BacklashEffect	0.30	550	371	65536	63036
BacklashEffect	0.50	1322	1341	65536	63786
BacklashEffect	0.75	1426	1628	65536	63931
BacklashEffect	1.00	1253	1900	65536	64146
BacklashEffect	1.50	1099	1505	65536	63846
BacklashEffect	2.00	1285	973	65536	63506
BacklashEffect	3.00	1	1	65536	62741
Backstab Dagger	0.15	21	20	65536	62760
Backstab Dagger	0.30	24	20	65536	62759
Backstab Dagger	0.50	21	19	65536	62759
Backstab Dagger	0.75	21	19	65536	62759
Backstab Dagger	1.00	0	0	65536	62746
Backstab Dagger	1.50	0	0	65536	62740
Backstab Dagger	2.00	0	0	65536	62740
Backstab Dagger	3.00	0	0	65536	62740
Backstab Dagger Intense	0.15	21	20	65536	62760
Backstab Dagger Intense	0.30	35	24	65536	62762
Backstab Dagger Intense	0.50	67	54	65536	62787
Backstab Dagger Intense	0.75	94	75	65536	62804
Backstab Dagger Intense	1.00	83	55	65536	62789
Backstab Dagger Intense	1.50	19	7	65536	62745
Backstab Dagger Intense	2.00	0	0	65536	62740
Backstab Dagger Intense	3.00	0	0	65536	62740
BansheeHowl	0.15	743	713	65536	63359
BansheeHowl	0.30	2119	2091	65536	64588
BansheeHowl	0.50	4356	3768	65536	66062
BansheeHowl	0.75	6806	4435	65536	66499
BansheeHowl	1.00	1819	719	65536	63287
BansheeHowl	1.50	0	0	65536	62740
BansheeHowl	2.00	0	0	65536	62740
BansheeHowl	3.00	0	0	65536	62740
BansheeHowl_blood	0.15	1640	1792	65536	64304
BansheeHowl_blood	0.30	2652	2686	65536	65096
BansheeHowl_blood	0.50	3844	3318	65536	65662
BansheeHowl_blood	0.75	5112	3234	65536	65461
BansheeHowl_blood	1.00	121	40	65536	62778
BansheeHowl_blood	1.50	0	0	65536	62740
BansheeHowl_blood	2.00	0	0	65536	62740
BansheeHowl_blood	3.00	0	0	65536	62740
BansheeHowl_blood glow	0.15	1669	1943	65536	64420
BansheeHowl_blood glow	0.30	2729	2898	65536	65284
BansheeHowl_blood glow	0.50	3844	3325	65536	65668
BansheeHowl_blood glow	0.75	5112	3234	65536	65461
BansheeHowl_blood glow	1.00	121	40	65536	62778
BansheeHowl_blood glow	1.50	0	0	65536	62740
BansheeHowl_blood glow	2.00	0	0	65536	62740
BansheeHowl_blood glow	3.00	0	0	65536	62740
BansheeHowl_warlord	0.15	743	713	65536	63359
BansheeHowl_warlord	0.30	2119	2091	65536	64588
BansheeHowl_warlord	0.50	4356	3768	65536	66062
BansheeHowl_warlord	0.75	6806	4435	65536	66499
BansheeHowl_warlord	1.00	1819	719	65536	63287
BansheeHowl_warlord	1.50	0	0	65536	62740
BansheeHowl_warlord	2.00	0	0	65536	62740
BansheeHowl_warlord	3.00	0	0	65536	62740
Basic_army_BL	0.15	260	239	65536	62908
Basic_army_BL	0.30	478	415	65536	63026
Basic_army_BL	0.50	644	527	65536	63102
Basic_army_BL	0.75	761	523	65536	63097
Basic_army_BL	1.00	1051	930	65536	63381
Basic_army_BL	1.50	437	277	65536	62922
Basic_army_BL	2.00	0	0	65536	62740
Basic_army_BL	3.00	0	0	65536	62740
Basic_army_DA	0.15	261	260	65536	62952
Basic_army_DA	0.30	461	464	65536	63123
Basic_army_DA	0.50	624	588	65536	63226
Basic_army_DA	0.75	711	562	65536	63208
Basic_army_DA	1.00	1024	1231	65536	63717
Basic_army_DA	1.50	432	415	65536	63076
Basic_army_DA	2.00	0	0	65536	62740
Basic_army_DA	3.00	0	0	65536	62740
Basic_army_DA_Intense	0.15	261	260	65536	62952
Basic_army_DA_Intense	0.30	461	465	65536	63123
Basic_army_DA_Intense	0.50	624	588	65536	63227
Basic_army_DA_Intense	0.75	711	563	65536	63208
Basic_army_DA_Intense	1.00	1067	1302	65536	63771
Basic_army_DA_Intense	1.50	525	523	65536	63166
Basic_army_DA_Intense	2.00	1	1	65536	62741
Basic_army_DA_Intense	3.00	0	0	65536	62740
Basic_army_DA_Intense_Secret	0.15	157	85	65536	62783
Basic_army_DA_Intense_Secret	0.30	141	73	65536	62766
Basic_army_DA_Intense_Secret	0.50	135	73	65536	62761
Basic_army_DA_Intense_Secret	0.75	87	63	65536	62770
Basic_army_DA_Intense_Secret	1.00	955	848	65536	63445
Basic_army_DA_Intense_Secret	1.50	397	264	65536	62958
Basic_army_DA_Intense_Secret	2.00	1	1	65536	62740
Basic_army_DA_Intense_Secret	3.00	0	0	65536	62740
Basic_army_DA_NoIcon	0.15	158	143	65536	62862
Basic_army_DA_NoIcon	0.30	163	193	65536	62900
Basic_army_DA_NoIcon	0.50	171	242	65536	62932
Basic_army_DA_NoIcon	0.75	177	291	65536	62962
Basic_army_DA_NoIcon	1.00	942	1120	65536	63633
Basic_army_DA_NoIcon	1.50	923	815	65536	63410
Basic_army_DA_NoIcon	2.00	0	0	65536	62740
Basic_army_DA_NoIcon	3.00	0	0	65536	62740
Basic_army_GSC	0.15	256	352	65536	63012
Basic_army_GSC	0.30	402	530	65536	63148
Basic_army_GSC	0.50	569	672	65536	63268
Basic_army_GSC	0.75	666	645	65536	63258
Basic_army_GSC	1.00	864	977	65536	63506
Basic_army_GSC	1.50	327	340	65536	63006
Basic_army_GSC	2.00	34	19	65536	62758
Basic_army_GSC	3.00	0	0	65536	62740
Basic_army_GSC_intense	0.15	300	408	65536	63056
Basic_army_GSC_intense	0.30	487	646	65536	63239
Basic_army_GSC_intense	0.50	656	795	65536	63362
Basic_army_GSC_intense	0.75	770	753	65536	63343
Basic_army_GSC_intense	1.00	1075	1283	65536	63738
Basic_army_GSC_intense	1.50	609	612	65536	63204
Basic_army_GSC_intense	2.00	347	170	65536	62846
Basic_army_GSC_intense	3.00	0	0	65536	62740
Basic_army_GSC_Jackal	0.15	237	330	65536	62994
Basic_army_GSC_Jackal	0.30	391	515	65536	63136
Basic_army_GSC_Jackal	0.50	559	658	65536	63256
Basic_army_GSC_Jackal	0.75	650	625	65536	63241
Basic_army_GSC_Jackal	1.00	912	1012	65536	63535
Basic_army_GSC_Jackal	1.50	525	479	65536	63125
Basic_army_GSC_Jackal	2.00	318	189	65536	62895
Basic_army_GSC_Jackal	3.00	0	0	65536	62740
Basic_army_GSC_shake	0.15	258	352	65536	63012
Basic_army_GSC_shake	0.30	402	529	65536	63148
Basic_army_GSC_shake	0.50	570	673	65536	63268
Basic_army_GSC_shake	0.75	663	643	65536	63256
Basic_army_GSC_shake	1.00	867	979	65536	63508
Basic_army_GSC_shake	1.50	329	340	65536	63006
Basic_army_GSC_shake	2.00	32	18	65536	62757
Basic_army_GSC_shake	3.00	0	0	65536	62740
Basic_army_Guard	0.15	121	106	65536	62825
Basic_army_Guard	0.30	175	147	65536	62858
Basic_army_Guard	0.50	264	204	65536	62904
Basic_army_Guard	0.75	664	514	65536	63166
Basic_army_Guard	1.00	608	478	65536	63141
Basic_army_Guard	1.50	183	77	65536	62794
Basic_army_Guard	2.00	0	0	65536	62740
Basic_army_Guard	3.00	0	0	65536	62740
Basic_army_Guard Board	0.15	71	71	65536	62800
Basic_army_Guard Board	0.30	128	121	65536	62841
Basic_army_Guard Board	0.50	165	145	65536	62859
Basic_army_Guard Board	0.75	570	522	65536	63150
Basic_army_Guard Board	1.00	513	524	65536	63147
Basic_army_Guard Board	1.50	155	134	65536	62840
Basic_army_Guard Board	2.00	68	48	65536	62779
Basic_army_Guard Board	3.00	0	0	65536	62740
Basic_army_Guard Digital	0.15	932	579	65536	63171
Basic_army_Guard Digital	0.30	1310	961	65536	63469
Basic_army_Guard Digital	0.50	1261	1055	65536	63556
Basic_army_Guard Digital	0.75	1214	1163	65536	63642
Basic_army_Guard Digital	1.00	2144	1800	65536	64176
Basic_army_Guard Digital	1.50	1643	788	65536	63301
Basic_army_Guard Digital	2.00	0	0	65536	62740
Basic_army_Guard Digital	3.00	0	0	65536	62740
Basic_army_Guard Intense	0.15	135	132	65536	62850
Basic_army_Guard Intense	0.30	185	166	65536	62876
Basic_army_Guard Intense	0.50	253	212	65536	62911
Basic_army_Guard Intense	0.75	945	873	65536	63426
Basic_army_Guard Intense	1.00	1155	1188	65536	63649
Basic_army_Guard Intense	1.50	972	573	65536	63152
Basic_army_Guard Intense	2.00	108	76	65536	62801
Basic_army_Guard Intense	3.00	0	0	65536	62740
Basic_army_Guard_quick	0.15	1905	1977	65536	64332
Basic_army_Guard_quick	0.30	1785	1678	65536	64111
Basic_army_Guard_quick	0.50	1918	1462	65536	63931
Basic_army_Guard_quick	0.75	1795	1079	65536	63637
Basic_army_Guard_quick	1.00	0	0	65536	62740
Basic_army_Guard_quick	1.50	0	0	65536	62740
Basic_army_Guard_quick	2.00	0	0	65536	62740
Basic_army_Guard_quick	3.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	0.15	3619	4260	65536	66401
Basic_army_Guard_quick Master of Ordnance	0.30	4988	5052	65536	67145
Basic_army_Guard_quick Master of Ordnance	0.50	2378	1904	65536	64451
Basic_army_Guard_quick Master of Ordnance	0.75	1795	1000	65536	63567
Basic_army_Guard_quick Master of Ordnance	1.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	1.50	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	2.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	3.00	0	0	65536	62740
Basic_army_UM	0.15	251	290	65536	62970
Basic_army_UM	0.30	464	506	65536	63146
Basic_army_UM	0.50	627	627	65536	63248
Basic_army_UM	0.75	719	591	65536	63225
Basic_army_UM	1.00	1075	1238	65536	63728
Basic_army_UM	1.50	420	336	65536	63019
Basic_army_UM	2.00	0	0	65536	62740
Basic_army_UM	3.00	0	0	65536	62740
Basic_army_UM_Chainsword	0.15	251	290	65536	62970
Basic_army_UM_Chainsword	0.30	464	506	65536	63146
Basic_army_UM_Chainsword	0.50	627	627	65536	63248
Basic_army_UM_Chainsword	0.75	719	591	65536	63225
Basic_army_UM_Chainsword	1.00	1075	1238	65536	63728
Basic_army_UM_Chainsword	1.50	420	337	65536	63020
Basic_army_UM_Chainsword	2.00	0	0	65536	62740
Basic_army_UM_Chainsword	3.00	0	0	65536	62740
Basic_army_UM_Chant	0.15	251	290	65536	62970
Basic_army_UM_Chant	0.30	464	506	65536	63146
Basic_army_UM_Chant	0.50	627	627	65536	63248
