effect	time	lit	sum	lit_srgb	sum_srgb
Atk_BulletImpact_Vox-pulse digital	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	3.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.15	36	40	65536	62773
Atk_BulletImpact_Vox-pulse purple	0.30	44	41	65536	62774
Atk_BulletImpact_Vox-pulse purple	0.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.75	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	3.00	0	0	65536	62740
Atk_ChemVial_2	0.15	14	24	65536	62760
Atk_ChemVial_2	0.30	18	27	65536	62761
Atk_ChemVial_2	0.50	16	31	65536	62764
Atk_ChemVial_2	0.75	8	15	65536	62752
Atk_ChemVial_2	1.00	0	0	65536	62740
Atk_ChemVial_2	1.50	0	0	65536	62740
Atk_ChemVial_2	2.00	0	0	65536	62740
Atk_ChemVial_2	3.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.15	3121	1628	65536	63882
Atk_ExileGlaiveThrow Movement	0.30	2	2	65536	62742
Atk_ExileGlaiveThrow Movement	0.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.75	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	2.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	3.00	0	0	65536	62740
Atk_GrotGrenade	0.15	3121	1625	65536	63880
Atk_GrotGrenade	0.30	12	7	65536	62746
Atk_GrotGrenade	0.50	10	6	65536	62745
Atk_GrotGrenade	0.75	8	5	65536	62744
Atk_GrotGrenade	1.00	0	0	65536	62740
Atk_GrotGrenade	1.50	0	0	65536	62740
Atk_GrotGrenade	2.00	0	0	65536	62740
Atk_GrotGrenade	3.00	0	0	65536	62740
Atk_GrotGrenade_big	0.15	3121	1622	65536	63877
Atk_GrotGrenade_big	0.30	24	9	65536	62744
Atk_GrotGrenade_big	0.50	22	8	65536	62745
Atk_GrotGrenade_big	0.75	10	4	65536	62742
Atk_GrotGrenade_big	1.00	0	0	65536	62740
Atk_GrotGrenade_big	1.50	0	0	65536	62740
Atk_GrotGrenade_big	2.00	0	0	65536	62740
Atk_GrotGrenade_big	3.00	0	0	65536	62740
Atk_GrotRock	0.15	2398	1089	65536	63508
Atk_GrotRock	0.30	4	3	65536	62742
Atk_GrotRock	0.50	4	2	65536	62742
Atk_GrotRock	0.75	0	0	65536	62740
Atk_GrotRock	1.00	0	0	65536	62740
Atk_GrotRock	1.50	0	0	65536	62740
Atk_GrotRock	2.00	0	0	65536	62740
Atk_GrotRock	3.00	0	0	65536	62740
Atk_HelspearThrow Movement	0.15	3121	1628	65536	63882
Atk_HelspearThrow Movement	0.30	0	0	65536	62740
Atk_HelspearThrow Movement	0.50	0	0	65536	62740
Atk_HelspearThrow Movement	0.75	0	0	65536	62740
Atk_HelspearThrow Movement	1.00	0	0	65536	62740
Atk_HelspearThrow Movement	1.50	0	0	65536	62740
Atk_HelspearThrow Movement	2.00	0	0	65536	62740
Atk_HelspearThrow Movement	3.00	0	0	65536	62740
Atk_JainasMor	0.15	2912	2270	65536	64103
Atk_JainasMor	0.30	4020	2031	65536	63570
Atk_JainasMor	0.50	1151	203	65536	61863
Atk_JainasMor	0.75	133	121	65536	62320
Atk_JainasMor	1.00	387	452	65536	63085
Atk_JainasMor	1.50	0	0	65536	62740
Atk_JainasMor	2.00	0	0	65536	62740
Atk_JainasMor	3.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	0.15	3121	1629	65536	63882
Atk_KrootJavelinThrow Movement	0.30	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.50	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.75	4	2	65536	62742
Atk_KrootJavelinThrow Movement	1.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	1.50	0	0	65536	62740
Atk_KrootJavelinThrow Movement	2.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	0.15	3032	1618	65536	63890
Atk_Rokkit-Harpoon big	0.30	235	152	65536	62866
Atk_Rokkit-Harpoon big	0.50	315	191	65536	62898
Atk_Rokkit-Harpoon big	0.75	248	118	65536	62835
Atk_Rokkit-Harpoon big	1.00	77	32	65536	62766
Atk_Rokkit-Harpoon big	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon big	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	0.15	3032	1618	65536	63890
Atk_Rokkit-Harpoon small	0.30	235	152	65536	62866
Atk_Rokkit-Harpoon small	0.50	315	191	65536	62898
Atk_Rokkit-Harpoon small	0.75	248	118	65536	62835
Atk_Rokkit-Harpoon small	1.00	77	32	65536	62766
Atk_Rokkit-Harpoon small	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon small	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	3.00	0	0	65536	62740
Atk_StikkaThrow Movement	0.15	3121	1627	65536	63878
Atk_StikkaThrow Movement	0.30	37	8	65536	62736
Atk_StikkaThrow Movement	0.50	31	8	65536	62737
Atk_StikkaThrow Movement	0.75	0	0	65536	62740
Atk_StikkaThrow Movement	1.00	0	0	65536	62740
Atk_StikkaThrow Movement	1.50	0	0	65536	62740
Atk_StikkaThrow Movement	2.00	0	0	65536	62740
Atk_StikkaThrow Movement	3.00	0	0	65536	62740
Attack_Stomp	0.15	2202	1047	65536	63460
Attack_Stomp	0.30	605	409	65536	62543
Attack_Stomp	0.50	873	622	65536	63258
Attack_Stomp	0.75	1122	910	65536	63518
Attack_Stomp	1.00	1364	1033	65536	63609
Attack_Stomp	1.50	717	369	65536	63035
Attack_Stomp	2.00	0	0	65536	62740
Attack_Stomp	3.00	0	0	65536	62740
AttackHitSmall	0.15	23	17	65536	62755
AttackHitSmall	0.30	4	2	65536	62742
AttackHitSmall	0.50	0	0	65536	62740
AttackHitSmall	0.75	2	1	65536	62741
AttackHitSmall	1.00	1	1	65536	62741
AttackHitSmall	1.50	0	0	65536	62740
AttackHitSmall	2.00	0	0	65536	62740
AttackHitSmall	3.00	0	0	65536	62740
AttackSquigEffect	0.15	0	0	65536	62740
AttackSquigEffect	0.30	0	0	65536	62740
AttackSquigEffect	0.50	0	0	65536	62740
AttackSquigEffect	0.75	42	16	65536	62749
AttackSquigEffect	1.00	0	0	65536	62740
AttackSquigEffect	1.50	0	0	65536	62740
AttackSquigEffect	2.00	0	0	65536	62740
AttackSquigEffect	3.00	0	0	65536	62740
Aura_WhileInPlay_1	0.15	0	0	65536	62740
Aura_WhileInPlay_1	0.30	2	1	65536	62741
Aura_WhileInPlay_1	0.50	8	3	65536	62743
Aura_WhileInPlay_1	0.75	16	7	65536	62745
Aura_WhileInPlay_1	1.00	15	7	65536	62746
Aura_WhileInPlay_1	1.50	24	10	65536	62747
Aura_WhileInPlay_1	2.00	21	9	65536	62746
Aura_WhileInPlay_1	3.00	22	10	65536	62747
Aura_WhileInPlay_2	0.15	0	0	65536	62740
Aura_WhileInPlay_2	0.30	2	1	65536	62741
Aura_WhileInPlay_2	0.50	7	2	65536	62742
Aura_WhileInPlay_2	0.75	15	5	65536	62744
Aura_WhileInPlay_2	1.00	24	9	65536	62746
Aura_WhileInPlay_2	1.50	45	16	65536	62751
Aura_WhileInPlay_2	2.00	42	15	65536	62753
Aura_WhileInPlay_2	3.00	47	17	65536	62753
Axe_Slash_User_SW	0.15	358	758	65536	63290
Axe_Slash_User_SW	0.30	377	740	65536	63276
Axe_Slash_User_SW	0.50	243	614	65536	63180
Axe_Slash_User_SW	0.75	222	593	65536	63159
Axe_Slash_User_SW	1.00	220	590	65536	63156
Axe_Slash_User_SW	1.50	220	589	65536	63156
Axe_Slash_User_SW	2.00	0	0	65536	62740
Axe_Slash_User_SW	3.00	0	0	65536	62740
BacklashEffect	0.15	0	0	65536	62740
BacklashEffect	0.30	539	333	65536	63011
BacklashEffect	0.50	1455	2665	65536	64626
BacklashEffect	0.75	1574	2656	65536	64608
BacklashEffect	1.00	1419	2769	65536	64715
BacklashEffect	1.50	1253	2457	65536	64471
BacklashEffect	2.00	1377	1151	65536	63646
BacklashEffect	3.00	4	3	65536	62742
Backstab Dagger	0.15	21	15	65536	62755
Backstab Dagger	0.30	24	14	65536	62754
Backstab Dagger	0.50	21	14	65536	62755
Backstab Dagger	0.75	20	13	65536	62755
Backstab Dagger	1.00	0	0	65536	62745
Backstab Dagger	1.50	0	0	65536	62740
Backstab Dagger	2.00	0	0	65536	62740
Backstab Dagger	3.00	0	0	65536	62740
Backstab Dagger Intense	0.15	21	15	65536	62755
Backstab Dagger Intense	0.30	41	25	65536	62763
Backstab Dagger Intense	0.50	81	82	65536	62806
Backstab Dagger Intense	0.75	110	120	65536	62835
Backstab Dagger Intense	1.00	106	102	65536	62824
Backstab Dagger Intense	1.50	39	16	65536	62752
Backstab Dagger Intense	2.00	0	0	65536	62740
Backstab Dagger Intense	3.00	0	0	65536	62740
BansheeHowl	0.15	610	209	65536	62819
BansheeHowl	0.30	1223	454	65536	62969
BansheeHowl	0.50	1247	524	65536	62900
BansheeHowl	0.75	1490	612	65536	62969
BansheeHowl	1.00	1821	720	65536	63287
BansheeHowl	1.50	0	0	65536	62740
BansheeHowl	2.00	0	0	65536	62740
BansheeHowl	3.00	0	0	65536	62740
BansheeHowl_blood	0.15	1627	432	65536	62633
BansheeHowl_blood	0.30	2557	702	65536	62623
BansheeHowl_blood	0.50	1093	397	65536	62578
BansheeHowl_blood	0.75	233	69	65536	62522
BansheeHowl_blood	1.00	109	36	65536	62775
BansheeHowl_blood	1.50	0	0	65536	62740
BansheeHowl_blood	2.00	0	0	65536	62740
BansheeHowl_blood	3.00	0	0	65536	62740
BansheeHowl_blood glow	0.15	1612	1126	65536	63501
BansheeHowl_blood glow	0.30	2605	1679	65536	63925
BansheeHowl_blood glow	0.50	1131	431	65536	62652
BansheeHowl_blood glow	0.75	233	69	65536	62522
BansheeHowl_blood glow	1.00	109	36	65536	62775
BansheeHowl_blood glow	1.50	0	0	65536	62740
BansheeHowl_blood glow	2.00	0	0	65536	62740
BansheeHowl_blood glow	3.00	0	0	65536	62740
BansheeHowl_warlord	0.15	610	209	65536	62819
BansheeHowl_warlord	0.30	1223	454	65536	62969
BansheeHowl_warlord	0.50	1247	524	65536	62900
BansheeHowl_warlord	0.75	1490	612	65536	62969
BansheeHowl_warlord	1.00	1821	720	65536	63287
BansheeHowl_warlord	1.50	0	0	65536	62740
BansheeHowl_warlord	2.00	0	0	65536	62740
BansheeHowl_warlord	3.00	0	0	65536	62740
Basic_army_BL	0.15	271	268	65536	62936
Basic_army_BL	0.30	497	458	65536	63068
Basic_army_BL	0.50	667	578	65536	63154
Basic_army_BL	0.75	782	567	65536	63146
Basic_army_BL	1.00	1097	1039	65536	63480
Basic_army_BL	1.50	450	300	65536	62949
Basic_army_BL	2.00	0	0	65536	62740
Basic_army_BL	3.00	0	0	65536	62740
Basic_army_DA	0.15	202	111	65536	62814
Basic_army_DA	0.30	332	157	65536	62829
Basic_army_DA	0.50	433	206	65536	62859
Basic_army_DA	0.75	428	211	65536	62878
Basic_army_DA	1.00	981	995	65536	63542
Basic_army_DA	1.50	393	396	65536	63051
Basic_army_DA	2.00	0	0	65536	62740
Basic_army_DA	3.00	0	0	65536	62740
Basic_army_DA_Intense	0.15	202	112	65536	62816
Basic_army_DA_Intense	0.30	332	158	65536	62831
Basic_army_DA_Intense	0.50	433	206	65536	62861
Basic_army_DA_Intense	0.75	428	211	65536	62879
Basic_army_DA_Intense	1.00	1028	1116	65536	63633
Basic_army_DA_Intense	1.50	604	640	65536	63259
Basic_army_DA_Intense	2.00	1	1	65536	62741
Basic_army_DA_Intense	3.00	0	0	65536	62740
Basic_army_DA_Intense_Secret	0.15	182	92	65536	62785
Basic_army_DA_Intense_Secret	0.30	162	75	65536	62766
Basic_army_DA_Intense_Secret	0.50	151	74	65536	62761
Basic_army_DA_Intense_Secret	0.75	107	67	65536	62771
Basic_army_DA_Intense_Secret	1.00	801	429	65536	62999
Basic_army_DA_Intense_Secret	1.50	368	171	65536	62838
Basic_army_DA_Intense_Secret	2.00	1	1	65536	62740
Basic_army_DA_Intense_Secret	3.00	0	0	65536	62740
Basic_army_DA_NoIcon	0.15	178	210	65536	62913
Basic_army_DA_NoIcon	0.30	191	287	65536	62962
Basic_army_DA_NoIcon	0.50	198	352	65536	63000
Basic_army_DA_NoIcon	0.75	204	391	65536	63024
Basic_army_DA_NoIcon	1.00	879	842	65536	63400
Basic_army_DA_NoIcon	1.50	825	636	65536	63237
Basic_army_DA_NoIcon	2.00	0	0	65536	62740
Basic_army_DA_NoIcon	3.00	0	0	65536	62740
Basic_army_GSC	0.15	275	456	65536	63080
Basic_army_GSC	0.30	439	697	65536	63260
Basic_army_GSC	0.50	637	913	65536	63432
Basic_army_GSC	0.75	732	879	65536	63437
Basic_army_GSC	1.00	956	1311	65536	63745
Basic_army_GSC	1.50	360	413	65536	63067
Basic_army_GSC	2.00	34	18	65536	62757
Basic_army_GSC	3.00	0	0	65536	62740
Basic_army_GSC_intense	0.15	324	532	65536	63138
Basic_army_GSC_intense	0.30	537	856	65536	63377
Basic_army_GSC_intense	0.50	731	1080	65536	63555
Basic_army_GSC_intense	0.75	855	1032	65536	63555
Basic_army_GSC_intense	1.00	1157	1660	65536	64004
Basic_army_GSC_intense	1.50	620	688	65536	63270
Basic_army_GSC_intense	2.00	347	169	65536	62845
Basic_army_GSC_intense	3.00	0	0	65536	62740
Basic_army_GSC_Jackal	0.15	256	436	65536	63063
Basic_army_GSC_Jackal	0.30	428	684	65536	63249
Basic_army_GSC_Jackal	0.50	627	901	65536	63422
Basic_army_GSC_Jackal	0.75	716	860	65536	63422
Basic_army_GSC_Jackal	1.00	1001	1341	65536	63771
Basic_army_GSC_Jackal	1.50	553	544	65536	63180
Basic_army_GSC_Jackal	2.00	318	188	65536	62894
Basic_army_GSC_Jackal	3.00	0	0	65536	62740
Basic_army_GSC_shake	0.15	277	456	65536	63080
Basic_army_GSC_shake	0.30	439	697	65536	63260
Basic_army_GSC_shake	0.50	638	914	65536	63433
Basic_army_GSC_shake	0.75	729	877	65536	63436
Basic_army_GSC_shake	1.00	959	1313	65536	63748
Basic_army_GSC_shake	1.50	362	413	65536	63067
Basic_army_GSC_shake	2.00	32	17	65536	62756
Basic_army_GSC_shake	3.00	0	0	65536	62740
Basic_army_Guard	0.15	136	116	65536	62833
Basic_army_Guard	0.30	222	195	65536	62893
Basic_army_Guard	0.50	339	305	65536	62978
Basic_army_Guard	0.75	672	594	65536	63232
Basic_army_Guard	1.00	634	550	65536	63201
Basic_army_Guard	1.50	190	85	65536	62802
Basic_army_Guard	2.00	0	0	65536	62740
Basic_army_Guard	3.00	0	0	65536	62740
Basic_army_Guard Board	0.15	66	62	65536	62791
Basic_army_Guard Board	0.30	135	122	65536	62841
Basic_army_Guard Board	0.50	177	162	65536	62873
Basic_army_Guard Board	0.75	625	649	65536	63252
Basic_army_Guard Board	1.00	563	641	65536	63237
Basic_army_Guard Board	1.50	155	137	65536	62843
Basic_army_Guard Board	2.00	68	48	65536	62779
Basic_army_Guard Board	3.00	0	0	65536	62740
Basic_army_Guard Digital	0.15	911	519	65536	63111
Basic_army_Guard Digital	0.30	1300	819	65536	63338
Basic_army_Guard Digital	0.50	1250	837	65536	63379
Basic_army_Guard Digital	0.75	1256	1193	65536	63649
Basic_army_Guard Digital	1.00	2155	2036	65536	64360
Basic_army_Guard Digital	1.50	1452	825	65536	63374
Basic_army_Guard Digital	2.00	0	0	65536	62740
Basic_army_Guard Digital	3.00	0	0	65536	62740
Basic_army_Guard Intense	0.15	132	124	65536	62843
Basic_army_Guard Intense	0.30	191	173	65536	62884
Basic_army_Guard Intense	0.50	270	244	65536	62940
Basic_army_Guard Intense	0.75	1040	1131	65536	63622
Basic_army_Guard Intense	1.00	1181	1538	65536	63898
Basic_army_Guard Intense	1.50	1021	799	65536	63357
Basic_army_Guard Intense	2.00	108	75	65536	62801
Basic_army_Guard Intense	3.00	0	0	65536	62740
Basic_army_Guard_quick	0.15	2102	2557	65536	64785
Basic_army_Guard_quick	0.30	2154	2689	65536	64934
Basic_army_Guard_quick	0.50	2390	2121	65536	64500
Basic_army_Guard_quick	0.75	1790	1078	65536	63637
Basic_army_Guard_quick	1.00	0	0	65536	62740
Basic_army_Guard_quick	1.50	0	0	65536	62740
Basic_army_Guard_quick	2.00	0	0	65536	62740
Basic_army_Guard_quick	3.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	0.15	3296	2150	65536	64012
Basic_army_Guard_quick Master of Ordnance	0.30	2080	2478	65536	64439
Basic_army_Guard_quick Master of Ordnance	0.50	2647	2376	65536	64757
Basic_army_Guard_quick Master of Ordnance	0.75	1790	996	65536	63564
Basic_army_Guard_quick Master of Ordnance	1.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	1.50	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	2.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	3.00	0	0	65536	62740
Basic_army_UM	0.15	232	200	65536	62884
Basic_army_UM	0.30	411	309	65536	62953
Basic_army_UM	0.50	540	380	65536	63003
Basic_army_UM	0.75	599	372	65536	62999
Basic_army_UM	1.00	1029	973	65536	63521
Basic_army_UM	1.50	365	221	65536	62912
Basic_army_UM	2.00	0	0	65536	62740
Basic_army_UM	3.00	0	0	65536	62740
Basic_army_UM_Chainsword	0.15	232	200	65536	62884
Basic_army_UM_Chainsword	0.30	411	309	65536	62953
Basic_army_UM_Chainsword	0.50	540	380	65536	63003
Basic_army_UM_Chainsword	0.75	599	372	65536	62999
Basic_army_UM_Chainsword	1.00	1029	973	65536	63521
Basic_army_UM_Chainsword	1.50	366	222	65536	62913
Basic_army_UM_Chainsword	2.00	0	0	65536	62740
Basic_army_UM_Chainsword	3.00	0	0	65536	62740
Basic_army_UM_Chant	0.15	232	200	65536	62884
Basic_army_UM_Chant	0.30	411	309	65536	62953
Basic_army_UM_Chant	0.50	540	380	65536	63003
Basic_army_UM_Chant	0.75	599	372	65536	62999
