effect	time	lit	sum	lit_srgb	sum_srgb
Artillery Ground	0.50	0	0	65536	62740
Artillery Ground	0.75	0	0	65536	62740
Artillery Ground	1.00	377	442	65536	63054
Artillery Ground	1.50	0	0	65536	62740
Artillery Ground	2.00	0	0	65536	62740
Artillery Ground	3.00	0	0	65536	62740
Artillery Manticore down 1x	0.15	124	114	65536	62825
Artillery Manticore down 1x	0.30	127	116	65536	62827
Artillery Manticore down 1x	0.50	0	0	65536	62740
Artillery Manticore down 1x	0.75	0	0	65536	62740
Artillery Manticore down 1x	1.00	0	0	65536	62740
Artillery Manticore down 1x	1.50	0	0	65536	62740
Artillery Manticore down 1x	2.00	0	0	65536	62740
Artillery Manticore down 1x	3.00	0	0	65536	62740
Artillery Manticore down 2x spread	0.15	511	514	65536	63133
Artillery Manticore down 2x spread	0.30	756	693	65536	63269
Artillery Manticore down 2x spread	0.50	388	350	65536	63006
Artillery Manticore down 2x spread	0.75	0	0	65536	62740
Artillery Manticore down 2x spread	1.00	0	0	65536	62740
Artillery Manticore down 2x spread	1.50	0	0	65536	62740
Artillery Manticore down 2x spread	2.00	0	0	65536	62740
Artillery Manticore down 2x spread	3.00	0	0	65536	62740
Artillery Manticore down 4x	0.15	48	42	65536	62772
Artillery Manticore down 4x	0.30	98	86	65536	62806
Artillery Manticore down 4x	0.50	159	135	65536	62842
Artillery Manticore down 4x	0.75	95	85	65536	62806
Artillery Manticore down 4x	1.00	0	0	65536	62740
Artillery Manticore down 4x	1.50	0	0	65536	62740
Artillery Manticore down 4x	2.00	0	0	65536	62740
Artillery Manticore down 4x	3.00	0	0	65536	62740
Artillery Manticore down 4x spread	0.15	322	317	65536	62982
Artillery Manticore down 4x spread	0.30	603	564	65536	63170
Artillery Manticore down 4x spread	0.50	1020	957	65536	63471
Artillery Manticore down 4x spread	0.75	731	656	65536	63239
Artillery Manticore down 4x spread	1.00	0	0	65536	62740
Artillery Manticore down 4x spread	1.50	0	0	65536	62740
Artillery Manticore down 4x spread	2.00	0	0	65536	62740
Artillery Manticore down 4x spread	3.00	0	0	65536	62740
Artillery Manticore up 2x	0.15	395	428	65536	63104
Artillery Manticore up 2x	0.30	1049	1110	65536	63689
Artillery Manticore up 2x	0.50	1116	969	65536	63584
Artillery Manticore up 2x	0.75	77	30	65536	62760
Artillery Manticore up 2x	1.00	34	12	65536	62751
Artillery Manticore up 2x	1.50	0	0	65536	62740
Artillery Manticore up 2x	2.00	0	0	65536	62740
Artillery Manticore up 2x	3.00	0	0	65536	62740
Artillery Manticore up 4x	0.15	206	220	65536	62927
Artillery Manticore up 4x	0.30	523	548	65536	63207
Artillery Manticore up 4x	0.50	663	672	65536	63308
Artillery Manticore up 4x	0.75	749	648	65536	63287
Artillery Manticore up 4x	1.00	43	16	65536	62752
Artillery Manticore up 4x	1.50	0	0	65536	62741
Artillery Manticore up 4x	2.00	0	0	65536	62740
Artillery Manticore up 4x	3.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse	0.15	50	32	65536	62767
Atk_BulletImpact_Vox-pulse	0.30	57	32	65536	62767
Atk_BulletImpact_Vox-pulse	0.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse	0.75	0	0	65536	62740
Atk_BulletImpact_Vox-pulse	1.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse	1.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse	3.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	0.15	30	25	65536	62760
Atk_BulletImpact_Vox-pulse digital	0.30	64	48	65536	62778
Atk_BulletImpact_Vox-pulse digital	0.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	0.75	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	1.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	1.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	3.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.15	65	53	65536	62782
Atk_BulletImpact_Vox-pulse purple	0.30	74	53	65536	62782
Atk_BulletImpact_Vox-pulse purple	0.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.75	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	3.00	0	0	65536	62740
Atk_ChemVial_2	0.15	18	27	65536	62761
Atk_ChemVial_2	0.30	6	13	65536	62750
Atk_ChemVial_2	0.50	12	20	65536	62756
Atk_ChemVial_2	0.75	8	13	65536	62751
Atk_ChemVial_2	1.00	0	0	65536	62740
Atk_ChemVial_2	1.50	0	0	65536	62740
Atk_ChemVial_2	2.00	0	0	65536	62740
Atk_ChemVial_2	3.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.15	3122	1630	65536	63884
Atk_ExileGlaiveThrow Movement	0.30	2	2	65536	62742
Atk_ExileGlaiveThrow Movement	0.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.75	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	2.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	3.00	0	0	65536	62740
Atk_GrotGrenade	0.15	3122	1626	65536	63882
Atk_GrotGrenade	0.30	10	6	65536	62745
Atk_GrotGrenade	0.50	10	6	65536	62745
Atk_GrotGrenade	0.75	8	5	65536	62744
Atk_GrotGrenade	1.00	0	0	65536	62740
Atk_GrotGrenade	1.50	0	0	65536	62740
Atk_GrotGrenade	2.00	0	0	65536	62740
Atk_GrotGrenade	3.00	0	0	65536	62740
Atk_GrotGrenade_big	0.15	3122	1623	65536	63878
Atk_GrotGrenade_big	0.30	8	3	65536	62743
Atk_GrotGrenade_big	0.50	24	9	65536	62745
Atk_GrotGrenade_big	0.75	24	9	65536	62744
Atk_GrotGrenade_big	1.00	0	0	65536	62740
Atk_GrotGrenade_big	1.50	0	0	65536	62740
Atk_GrotGrenade_big	2.00	0	0	65536	62740
Atk_GrotGrenade_big	3.00	0	0	65536	62740
Atk_GrotRock	0.15	2402	1091	65536	63509
Atk_GrotRock	0.30	4	3	65536	62743
Atk_GrotRock	0.50	4	3	65536	62743
Atk_GrotRock	0.75	0	0	65536	62740
Atk_GrotRock	1.00	0	0	65536	62740
Atk_GrotRock	1.50	0	0	65536	62740
Atk_GrotRock	2.00	0	0	65536	62740
Atk_GrotRock	3.00	0	0	65536	62740
Atk_HelspearThrow Movement	0.15	3122	1630	65536	63884
Atk_HelspearThrow Movement	0.30	0	0	65536	62740
Atk_HelspearThrow Movement	0.50	0	0	65536	62740
Atk_HelspearThrow Movement	0.75	0	0	65536	62740
Atk_HelspearThrow Movement	1.00	0	0	65536	62740
Atk_HelspearThrow Movement	1.50	0	0	65536	62740
Atk_HelspearThrow Movement	2.00	0	0	65536	62740
Atk_HelspearThrow Movement	3.00	0	0	65536	62740
Atk_JainasMor	0.15	3262	4382	65536	66383
Atk_JainasMor	0.30	4522	4942	65536	67057
Atk_JainasMor	0.50	6076	5719	65536	67784
Atk_JainasMor	0.75	7528	5343	65536	67345
Atk_JainasMor	1.00	529	454	65536	63069
Atk_JainasMor	1.50	0	0	65536	62740
Atk_JainasMor	2.00	0	0	65536	62740
Atk_JainasMor	3.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	0.15	3122	1630	65536	63885
Atk_KrootJavelinThrow Movement	0.30	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.50	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.75	0	0	65536	62740
Atk_KrootJavelinThrow Movement	1.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	1.50	0	0	65536	62740
Atk_KrootJavelinThrow Movement	2.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	0.15	3084	1664	65536	63930
Atk_Rokkit-Harpoon big	0.30	236	144	65536	62858
Atk_Rokkit-Harpoon big	0.50	378	220	65536	62919
Atk_Rokkit-Harpoon big	0.75	279	124	65536	62835
Atk_Rokkit-Harpoon big	1.00	85	36	65536	62768
Atk_Rokkit-Harpoon big	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon big	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	0.15	3122	1669	65536	63927
Atk_Rokkit-Harpoon small	0.30	360	225	65536	62926
Atk_Rokkit-Harpoon small	0.50	367	216	65536	62916
Atk_Rokkit-Harpoon small	0.75	206	94	65536	62813
Atk_Rokkit-Harpoon small	1.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon small	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	3.00	0	0	65536	62740
Atk_StikkaThrow Movement	0.15	3122	1626	65536	63875
Atk_StikkaThrow Movement	0.30	30	5	65534	62733
Atk_StikkaThrow Movement	0.50	0	0	65536	62740
Atk_StikkaThrow Movement	0.75	0	0	65536	62740
Atk_StikkaThrow Movement	1.00	0	0	65536	62740
Atk_StikkaThrow Movement	1.50	0	0	65536	62740
Atk_StikkaThrow Movement	2.00	0	0	65536	62740
Atk_StikkaThrow Movement	3.00	0	0	65536	62740
Attack_Stomp	0.15	2728	2967	65536	65336
Attack_Stomp	0.30	5916	5114	65536	67244
Attack_Stomp	0.50	679	534	65536	63191
Attack_Stomp	0.75	1222	965	65536	63561
Attack_Stomp	1.00	812	629	65536	63275
Attack_Stomp	1.50	435	234	65536	62929
Attack_Stomp	2.00	0	0	65536	62740
Attack_Stomp	3.00	0	0	65536	62740
AttackHitSmall	0.15	23	19	65536	62756
AttackHitSmall	0.30	0	0	65536	62740
AttackHitSmall	0.50	0	0	65536	62740
AttackHitSmall	0.75	1	0	65536	62740
AttackHitSmall	1.00	0	0	65536	62740
AttackHitSmall	1.50	0	0	65536	62740
AttackHitSmall	2.00	0	0	65536	62740
AttackHitSmall	3.00	0	0	65536	62740
AttackSquigEffect	0.15	0	0	65536	62740
AttackSquigEffect	0.30	0	0	65536	62740
AttackSquigEffect	0.50	0	0	65536	62740
AttackSquigEffect	0.75	39	16	65536	62749
AttackSquigEffect	1.00	0	0	65536	62740
AttackSquigEffect	1.50	0	0	65536	62740
AttackSquigEffect	2.00	0	0	65536	62740
AttackSquigEffect	3.00	0	0	65536	62740
Aura_WhileInPlay_1	0.15	1	1	65536	62741
Aura_WhileInPlay_1	0.30	2	1	65536	62741
Aura_WhileInPlay_1	0.50	4	3	65536	62743
Aura_WhileInPlay_1	0.75	3	3	65536	62744
Aura_WhileInPlay_1	1.00	6	5	65536	62745
Aura_WhileInPlay_1	1.50	11	8	65536	62747
Aura_WhileInPlay_1	2.00	10	10	65536	62749
Aura_WhileInPlay_1	3.00	7	4	65536	62744
Aura_WhileInPlay_2	0.15	0	0	65536	62740
Aura_WhileInPlay_2	0.30	0	0	65536	62740
Aura_WhileInPlay_2	0.50	4	1	65536	62742
Aura_WhileInPlay_2	0.75	7	3	65536	62743
Aura_WhileInPlay_2	1.00	16	6	65536	62745
Aura_WhileInPlay_2	1.50	37	14	65536	62751
Aura_WhileInPlay_2	2.00	42	15	65536	62753
Aura_WhileInPlay_2	3.00	49	17	65536	62753
Axe_Slash_User_SW	0.15	271	532	65536	63121
Axe_Slash_User_SW	0.30	266	536	65536	63123
Axe_Slash_User_SW	0.50	271	679	65536	63216
Axe_Slash_User_SW	0.75	156	436	65536	63043
Axe_Slash_User_SW	1.00	246	699	65536	63224
Axe_Slash_User_SW	1.50	152	431	65536	63039
Axe_Slash_User_SW	2.00	0	0	65536	62740
Axe_Slash_User_SW	3.00	0	0	65536	62740
BacklashEffect	0.15	0	0	65536	62740
BacklashEffect	0.30	567	373	65536	63041
BacklashEffect	0.50	1406	1439	65536	63848
BacklashEffect	0.75	1590	1845	65536	64092
BacklashEffect	1.00	1597	2179	65536	64348
BacklashEffect	1.50	1392	1792	65536	64058
BacklashEffect	2.00	1511	1187	65536	63679
BacklashEffect	3.00	2	3	65536	62742
Backstab Dagger	0.15	26	24	65536	62761
Backstab Dagger	0.30	30	27	65536	62764
Backstab Dagger	0.50	14	13	65536	62755
Backstab Dagger	0.75	29	21	65536	62760
Backstab Dagger	1.00	0	0	65536	62746
Backstab Dagger	1.50	0	0	65536	62740
Backstab Dagger	2.00	0	0	65536	62740
Backstab Dagger	3.00	0	0	65536	62740
Backstab Dagger Intense	0.15	31	29	65536	62763
Backstab Dagger Intense	0.30	57	37	65536	62771
Backstab Dagger Intense	0.50	90	80	65536	62808
Backstab Dagger Intense	0.75	101	80	65536	62810
Backstab Dagger Intense	1.00	80	53	65536	62786
Backstab Dagger Intense	1.50	18	9	65536	62747
Backstab Dagger Intense	2.00	0	0	65536	62740
Backstab Dagger Intense	3.00	0	0	65536	62740
BansheeHowl	0.15	753	718	65536	63362
BansheeHowl	0.30	2140	2095	65536	64587
BansheeHowl	0.50	4356	3756	65536	66051
BansheeHowl	0.75	6806	4431	65536	66495
BansheeHowl	1.00	1664	660	65536	63232
BansheeHowl	1.50	0	0	65536	62740
BansheeHowl	2.00	0	0	65536	62740
BansheeHowl	3.00	0	0	65536	62740
BansheeHowl_blood	0.15	1640	1794	65536	64305
BansheeHowl_blood	0.30	2652	2686	65536	65095
BansheeHowl_blood	0.50	3844	3311	65536	65655
BansheeHowl_blood	0.75	5112	3236	65536	65463
BansheeHowl_blood	1.00	68	22	65536	62762
BansheeHowl_blood	1.50	0	0	65536	62740
BansheeHowl_blood	2.00	0	0	65536	62740
BansheeHowl_blood	3.00	0	0	65536	62740
BansheeHowl_blood glow	0.15	1662	1940	65536	64419
BansheeHowl_blood glow	0.30	2727	2897	65536	65283
BansheeHowl_blood glow	0.50	3844	3313	65536	65658
BansheeHowl_blood glow	0.75	5112	3234	65536	65461
BansheeHowl_blood glow	1.00	146	48	65536	62776
BansheeHowl_blood glow	1.50	0	0	65536	62740
BansheeHowl_blood glow	2.00	0	0	65536	62740
BansheeHowl_blood glow	3.00	0	0	65536	62740
BansheeHowl_warlord	0.15	1014	842	65536	63457
BansheeHowl_warlord	0.30	2559	2273	65536	64721
BansheeHowl_warlord	0.50	4356	3769	65536	66063
BansheeHowl_warlord	0.75	6806	4441	65536	66505
BansheeHowl_warlord	1.00	1855	751	65536	63253
BansheeHowl_warlord	1.50	0	0	65536	62740
BansheeHowl_warlord	2.00	0	0	65536	62740
BansheeHowl_warlord	3.00	0	0	65536	62740
Basic_army_BL	0.15	263	240	65536	62908
Basic_army_BL	0.30	478	417	65536	63028
Basic_army_BL	0.50	644	529	65536	63104
Basic_army_BL	0.75	762	527	65536	63100
Basic_army_BL	1.00	1052	930	65536	63381
Basic_army_BL	1.50	434	276	65536	62922
Basic_army_BL	2.00	0	0	65536	62740
Basic_army_BL	3.00	0	0	65536	62740
Basic_army_DA	0.15	261	262	65536	62954
Basic_army_DA	0.30	463	465	65536	63123
Basic_army_DA	0.50	620	585	65536	63224
Basic_army_DA	0.75	712	563	65536	63208
Basic_army_DA	1.00	1030	1233	65536	63718
Basic_army_DA	1.50	432	415	65536	63077
Basic_army_DA	2.00	0	0	65536	62740
Basic_army_DA	3.00	0	0	65536	62740
Basic_army_DA_Intense	0.15	264	264	65536	62954
Basic_army_DA_Intense	0.30	465	468	65536	63125
Basic_army_DA_Intense	0.50	623	587	65536	63226
Basic_army_DA_Intense	0.75	710	565	65536	63209
Basic_army_DA_Intense	1.00	1058	1283	65536	63756
Basic_army_DA_Intense	1.50	644	704	65536	63314
Basic_army_DA_Intense	2.00	0	0	65536	62740
Basic_army_DA_Intense	3.00	0	0	65536	62740
Basic_army_DA_Intense_Secret	0.15	158	84	65536	62782
Basic_army_DA_Intense_Secret	0.30	160	83	65536	62772
Basic_army_DA_Intense_Secret	0.50	130	68	65536	62757
Basic_army_DA_Intense_Secret	0.75	90	62	65536	62770
Basic_army_DA_Intense_Secret	1.00	943	846	65536	63444
Basic_army_DA_Intense_Secret	1.50	448	296	65536	62980
Basic_army_DA_Intense_Secret	2.00	1	1	65536	62741
Basic_army_DA_Intense_Secret	3.00	0	0	65536	62740
Basic_army_DA_NoIcon	0.15	162	147	65536	62864
Basic_army_DA_NoIcon	0.30	170	199	65536	62904
Basic_army_DA_NoIcon	0.50	170	242	65536	62931
Basic_army_DA_NoIcon	0.75	176	290	65536	62961
Basic_army_DA_NoIcon	1.00	944	1129	65536	63639
Basic_army_DA_NoIcon	1.50	938	823	65536	63416
Basic_army_DA_NoIcon	2.00	0	0	65536	62740
Basic_army_DA_NoIcon	3.00	0	0	65536	62740
Basic_army_GSC	0.15	262	355	65536	63014
Basic_army_GSC	0.30	400	528	65536	63147
Basic_army_GSC	0.50	568	672	65536	63267
Basic_army_GSC	0.75	661	638	65536	63252
Basic_army_GSC	1.00	864	975	65536	63504
Basic_army_GSC	1.50	332	328	65536	62996
Basic_army_GSC	2.00	29	18	65536	62754
Basic_army_GSC	3.00	0	0	65536	62740
Basic_army_GSC_intense	0.15	296	405	65536	63054
Basic_army_GSC_intense	0.30	487	647	65536	63239
Basic_army_GSC_intense	0.50	656	792	65536	63361
Basic_army_GSC_intense	0.75	770	751	65536	63342
Basic_army_GSC_intense	1.00	1077	1281	65536	63738
Basic_army_GSC_intense	1.50	582	594	65536	63192
Basic_army_GSC_intense	2.00	304	149	65536	62834
Basic_army_GSC_intense	3.00	0	0	65536	62740
Basic_army_GSC_Jackal	0.15	238	329	65536	62993
Basic_army_GSC_Jackal	0.30	391	514	65536	63136
Basic_army_GSC_Jackal	0.50	559	658	65536	63256
Basic_army_GSC_Jackal	0.75	650	624	65536	63240
Basic_army_GSC_Jackal	1.00	892	994	65536	63520
Basic_army_GSC_Jackal	1.50	541	494	65536	63136
Basic_army_GSC_Jackal	2.00	256	148	65536	62861
Basic_army_GSC_Jackal	3.00	0	0	65536	62740
Basic_army_GSC_shake	0.15	259	354	65536	63014
Basic_army_GSC_shake	0.30	406	532	65536	63151
Basic_army_GSC_shake	0.50	567	669	65536	63266
Basic_army_GSC_shake	0.75	665	643	65536	63256
Basic_army_GSC_shake	1.00	862	975	65536	63507
Basic_army_GSC_shake	1.50	325	332	65536	63001
Basic_army_GSC_shake	2.00	19	14	65536	62753
Basic_army_GSC_shake	3.00	0	0	65536	62740
Basic_army_Guard	0.15	116	99	65536	62820
Basic_army_Guard	0.30	169	136	65536	62849
Basic_army_Guard	0.50	252	192	65536	62893
Basic_army_Guard	0.75	666	526	65536	63178
Basic_army_Guard	1.00	623	475	65536	63134
Basic_army_Guard	1.50	193	83	65536	62797
Basic_army_Guard	2.00	0	0	65536	62740
Basic_army_Guard	3.00	0	0	65536	62740
Basic_army_Guard Board	0.15	84	84	65536	62809
Basic_army_Guard Board	0.30	121	112	65536	62833
Basic_army_Guard Board	0.50	161	140	65536	62853
Basic_army_Guard Board	0.75	562	517	65536	63146
Basic_army_Guard Board	1.00	503	483	65536	63118
Basic_army_Guard Board	1.50	164	147	65536	62851
Basic_army_Guard Board	2.00	68	48	65536	62779
Basic_army_Guard Board	3.00	0	0	65536	62740
Basic_army_Guard Digital	0.15	822	576	65536	63184
Basic_army_Guard Digital	0.30	832	768	65536	63345
Basic_army_Guard Digital	0.50	1265	1163	65536	63642
Basic_army_Guard Digital	0.75	1315	1332	65536	63772
Basic_army_Guard Digital	1.00	2105	1840	65536	64195
Basic_army_Guard Digital	1.50	1569	714	65536	63228
Basic_army_Guard Digital	2.00	0	0	65536	62740
Basic_army_Guard Digital	3.00	0	0	65536	62740
Basic_army_Guard Intense	0.15	138	133	65536	62850
Basic_army_Guard Intense	0.30	212	191	65536	62898
Basic_army_Guard Intense	0.50	292	250	65536	62944
Basic_army_Guard Intense	0.75	916	856	65536	63413
Basic_army_Guard Intense	1.00	1142	1145	65536	63620
Basic_army_Guard Intense	1.50	957	547	65536	63135
Basic_army_Guard Intense	2.00	108	76	65536	62801
Basic_army_Guard Intense	3.00	0	0	65536	62740
Basic_army_Guard_quick	0.15	1876	2020	65536	64357
Basic_army_Guard_quick	0.30	1781	1651	65536	64081
Basic_army_Guard_quick	0.50	1898	1444	65536	63916
Basic_army_Guard_quick	0.75	1829	1097	65536	63646
Basic_army_Guard_quick	1.00	0	0	65536	62740
Basic_army_Guard_quick	1.50	0	0	65536	62740
Basic_army_Guard_quick	2.00	0	0	65536	62740
Basic_army_Guard_quick	3.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	0.15	3669	4388	65536	66495
Basic_army_Guard_quick Master of Ordnance	0.30	4999	5053	65536	67148
Basic_army_Guard_quick Master of Ordnance	0.50	1903	1316	65536	63825
Basic_army_Guard_quick Master of Ordnance	0.75	1802	1005	65536	63571
Basic_army_Guard_quick Master of Ordnance	1.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	1.50	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	2.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	3.00	0	0	65536	62740
Basic_army_UM	0.15	249	289	65536	62969
Basic_army_UM	0.30	465	505	65536	63146
Basic_army_UM	0.50	627	629	65536	63249
Basic_army_UM	0.75	719	590	65536	63224
Basic_army_UM	1.00	1063	1231	65536	63724
Basic_army_UM	1.50	420	337	65536	63019
Basic_army_UM	2.00	0	0	65536	62740
Basic_army_UM	3.00	0	0	65536	62740
Basic_army_UM_Chainsword	0.15	252	291	65536	62970
Basic_army_UM_Chainsword	0.30	464	506	65536	63146
Basic_army_UM_Chainsword	0.50	627	629	65536	63249
Basic_army_UM_Chainsword	0.75	719	591	65536	63225
Basic_army_UM_Chainsword	1.00	1074	1240	65536	63731
Basic_army_UM_Chainsword	1.50	428	341	65536	63021
Basic_army_UM_Chainsword	2.00	0	0	65536	62740
Basic_army_UM_Chainsword	3.00	0	0	65536	62740
Basic_army_UM_Chant	0.15	251	292	65536	62972
Basic_army_UM_Chant	0.30	464	507	65536	63147
Basic_army_UM_Chant	0.50	627	629	65536	63249
