effect	time	lit	sum	lit_srgb	sum_srgb
Atk_BulletImpact_Vox-pulse digital	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	3.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.15	70	66	65536	62793
Atk_BulletImpact_Vox-pulse purple	0.30	81	67	65536	62794
Atk_BulletImpact_Vox-pulse purple	0.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.75	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	3.00	0	0	65536	62740
Atk_ChemVial_2	0.15	18	9	65536	62745
Atk_ChemVial_2	0.30	19	9	65536	62744
Atk_ChemVial_2	0.50	18	16	65536	62751
Atk_ChemVial_2	0.75	10	9	65536	62747
Atk_ChemVial_2	1.00	0	0	65536	62740
Atk_ChemVial_2	1.50	0	0	65536	62740
Atk_ChemVial_2	2.00	0	0	65536	62740
Atk_ChemVial_2	3.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.15	3126	1631	65536	63884
Atk_ExileGlaiveThrow Movement	0.30	2	2	65536	62742
Atk_ExileGlaiveThrow Movement	0.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.75	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	2.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	3.00	0	0	65536	62740
Atk_GrotGrenade	0.15	3126	1627	65536	63881
Atk_GrotGrenade	0.30	10	6	65536	62745
Atk_GrotGrenade	0.50	10	6	65536	62746
Atk_GrotGrenade	0.75	4	2	65536	62742
Atk_GrotGrenade	1.00	0	0	65536	62740
Atk_GrotGrenade	1.50	0	0	65536	62740
Atk_GrotGrenade	2.00	0	0	65536	62740
Atk_GrotGrenade	3.00	0	0	65536	62740
Atk_GrotGrenade_big	0.15	3126	1624	65536	63878
Atk_GrotGrenade_big	0.30	12	5	65536	62743
Atk_GrotGrenade_big	0.50	8	3	65536	62742
Atk_GrotGrenade_big	0.75	16	6	65536	62744
Atk_GrotGrenade_big	1.00	0	0	65536	62740
Atk_GrotGrenade_big	1.50	0	0	65536	62740
Atk_GrotGrenade_big	2.00	0	0	65536	62740
Atk_GrotGrenade_big	3.00	0	0	65536	62740
Atk_GrotRock	0.15	2402	1087	65536	63501
Atk_GrotRock	0.30	6	0	65536	62736
Atk_GrotRock	0.50	6	0	65536	62737
Atk_GrotRock	0.75	0	0	65536	62740
Atk_GrotRock	1.00	0	0	65536	62740
Atk_GrotRock	1.50	0	0	65536	62740
Atk_GrotRock	2.00	0	0	65536	62740
Atk_GrotRock	3.00	0	0	65536	62740
Atk_HelspearThrow Movement	0.15	3126	1631	65536	63884
Atk_HelspearThrow Movement	0.30	0	0	65536	62740
Atk_HelspearThrow Movement	0.50	0	0	65536	62740
Atk_HelspearThrow Movement	0.75	0	0	65536	62740
Atk_HelspearThrow Movement	1.00	0	0	65536	62740
Atk_HelspearThrow Movement	1.50	0	0	65536	62740
Atk_HelspearThrow Movement	2.00	0	0	65536	62740
Atk_HelspearThrow Movement	3.00	0	0	65536	62740
Atk_JainasMor	0.15	2424	2189	65536	64350
Atk_JainasMor	0.30	3175	2037	65536	64150
Atk_JainasMor	0.50	0	0	65536	62740
Atk_JainasMor	0.75	20	14	65536	62752
Atk_JainasMor	1.00	396	424	65536	63059
Atk_JainasMor	1.50	0	0	65536	62740
Atk_JainasMor	2.00	0	0	65536	62740
Atk_JainasMor	3.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	0.15	3126	1631	65536	63884
Atk_KrootJavelinThrow Movement	0.30	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.50	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.75	0	0	65536	62740
Atk_KrootJavelinThrow Movement	1.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	1.50	0	0	65536	62740
Atk_KrootJavelinThrow Movement	2.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	0.15	3089	1664	65536	63928
Atk_Rokkit-Harpoon big	0.30	234	150	65536	62864
Atk_Rokkit-Harpoon big	0.50	413	243	65536	62938
Atk_Rokkit-Harpoon big	0.75	268	122	65536	62833
Atk_Rokkit-Harpoon big	1.00	39	15	65536	62752
Atk_Rokkit-Harpoon big	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon big	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	0.15	3126	1682	65536	63941
Atk_Rokkit-Harpoon small	0.30	358	236	65536	62936
Atk_Rokkit-Harpoon small	0.50	436	265	65536	62959
Atk_Rokkit-Harpoon small	0.75	200	86	65536	62803
Atk_Rokkit-Harpoon small	1.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon small	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	3.00	0	0	65536	62740
Atk_StikkaThrow Movement	0.15	3126	1630	65536	63880
Atk_StikkaThrow Movement	0.30	28	7	65535	62738
Atk_StikkaThrow Movement	0.50	0	0	65536	62740
Atk_StikkaThrow Movement	0.75	0	0	65536	62740
Atk_StikkaThrow Movement	1.00	0	0	65536	62740
Atk_StikkaThrow Movement	1.50	0	0	65536	62740
Atk_StikkaThrow Movement	2.00	0	0	65536	62740
Atk_StikkaThrow Movement	3.00	0	0	65536	62740
Attack_Stomp	0.15	1	1	65536	62741
Attack_Stomp	0.30	3	1	65536	62741
Attack_Stomp	0.50	652	541	65536	63207
Attack_Stomp	0.75	1111	875	65536	63480
Attack_Stomp	1.00	1010	715	65536	63341
Attack_Stomp	1.50	568	289	65536	62969
Attack_Stomp	2.00	0	0	65536	62740
Attack_Stomp	3.00	0	0	65536	62740
AttackHitSmall	0.15	30	20	65536	62756
AttackHitSmall	0.30	1	0	65536	62741
AttackHitSmall	0.50	3	1	65536	62741
AttackHitSmall	0.75	1	0	65536	62741
AttackHitSmall	1.00	1	0	65536	62741
AttackHitSmall	1.50	0	0	65536	62740
AttackHitSmall	2.00	0	0	65536	62740
AttackHitSmall	3.00	0	0	65536	62740
AttackSquigEffect	0.15	0	0	65536	62740
AttackSquigEffect	0.30	0	0	65536	62740
AttackSquigEffect	0.50	0	0	65536	62740
AttackSquigEffect	0.75	41	15	65536	62749
AttackSquigEffect	1.00	0	0	65536	62740
AttackSquigEffect	1.50	0	0	65536	62740
AttackSquigEffect	2.00	0	0	65536	62740
AttackSquigEffect	3.00	0	0	65536	62740
Aura_WhileInPlay_1	0.15	0	0	65536	62740
Aura_WhileInPlay_1	0.30	3	1	65536	62741
Aura_WhileInPlay_1	0.50	7	4	65536	62744
Aura_WhileInPlay_1	0.75	11	5	65536	62744
Aura_WhileInPlay_1	1.00	20	9	65536	62746
Aura_WhileInPlay_1	1.50	25	11	65536	62747
Aura_WhileInPlay_1	2.00	26	11	65536	62748
Aura_WhileInPlay_1	3.00	22	10	65536	62747
Aura_WhileInPlay_2	0.15	0	0	65536	62740
Aura_WhileInPlay_2	0.30	6	4	65536	62742
Aura_WhileInPlay_2	0.50	15	9	65536	62746
Aura_WhileInPlay_2	0.75	31	19	65536	62753
Aura_WhileInPlay_2	1.00	98	58	65536	62777
Aura_WhileInPlay_2	1.50	167	103	65536	62806
Aura_WhileInPlay_2	2.00	200	123	65536	62819
Aura_WhileInPlay_2	3.00	260	157	65536	62841
Axe_Slash_User_SW	0.15	355	794	65536	63305
Axe_Slash_User_SW	0.30	383	807	65536	63312
Axe_Slash_User_SW	0.50	257	686	65536	63219
Axe_Slash_User_SW	0.75	221	636	65536	63179
Axe_Slash_User_SW	1.00	220	633	65536	63177
Axe_Slash_User_SW	1.50	220	633	65536	63177
Axe_Slash_User_SW	2.00	0	0	65536	62740
Axe_Slash_User_SW	3.00	0	0	65536	62740
BacklashEffect	0.15	0	0	65536	62740
BacklashEffect	0.30	595	360	65536	63034
BacklashEffect	0.50	1625	3016	65536	64872
BacklashEffect	0.75	1720	2969	65536	64828
BacklashEffect	1.00	1449	2979	65536	64870
BacklashEffect	1.50	1502	2835	65536	64745
BacklashEffect	2.00	1727	1427	65536	63858
BacklashEffect	3.00	5	3	65536	62742
Backstab Dagger	0.15	10	4	65536	62747
Backstab Dagger	0.30	17	6	65536	62746
Backstab Dagger	0.50	10	5	65536	62749
Backstab Dagger	0.75	8	3	65536	62748
Backstab Dagger	1.00	0	0	65536	62744
Backstab Dagger	1.50	0	0	65536	62740
Backstab Dagger	2.00	0	0	65536	62740
Backstab Dagger	3.00	0	0	65536	62740
Backstab Dagger Intense	0.15	16	7	65536	62747
Backstab Dagger Intense	0.30	31	13	65536	62752
Backstab Dagger Intense	0.50	57	39	65536	62775
Backstab Dagger Intense	0.75	92	67	65536	62799
Backstab Dagger Intense	1.00	87	67	65536	62798
Backstab Dagger Intense	1.50	22	9	65536	62747
Backstab Dagger Intense	2.00	0	0	65536	62740
Backstab Dagger Intense	3.00	0	0	65536	62740
BansheeHowl	0.15	180	82	65536	62806
BansheeHowl	0.30	1265	526	65536	63127
BansheeHowl	0.50	1129	469	65536	63082
BansheeHowl	0.75	1599	656	65536	63230
BansheeHowl	1.00	1908	756	65536	63300
BansheeHowl	1.50	0	0	65536	62740
BansheeHowl	2.00	0	0	65536	62740
BansheeHowl	3.00	0	0	65536	62740
BansheeHowl_blood	0.15	352	180	65536	62851
BansheeHowl_blood	0.30	78	26	65536	62765
BansheeHowl_blood	0.50	994	396	65536	62927
BansheeHowl_blood	0.75	54	18	65536	62759
BansheeHowl_blood	1.00	166	55	65536	62783
BansheeHowl_blood	1.50	0	0	65536	62740
BansheeHowl_blood	2.00	0	0	65536	62740
BansheeHowl_blood	3.00	0	0	65536	62740
BansheeHowl_blood glow	0.15	1390	1084	65536	63571
BansheeHowl_blood glow	0.30	950	429	65536	63011
BansheeHowl_blood glow	0.50	1024	407	65536	62934
BansheeHowl_blood glow	0.75	184	61	65536	62778
BansheeHowl_blood glow	1.00	95	31	65536	62766
BansheeHowl_blood glow	1.50	0	0	65536	62740
BansheeHowl_blood glow	2.00	0	0	65536	62740
BansheeHowl_blood glow	3.00	0	0	65536	62740
BansheeHowl_warlord	0.15	537	250	65536	62932
BansheeHowl_warlord	0.30	1480	628	65536	63203
BansheeHowl_warlord	0.50	1237	515	65536	63118
BansheeHowl_warlord	0.75	1749	712	65536	63274
BansheeHowl_warlord	1.00	1630	650	65536	63204
BansheeHowl_warlord	1.50	0	0	65536	62740
BansheeHowl_warlord	2.00	0	0	65536	62740
BansheeHowl_warlord	3.00	0	0	65536	62740
Basic_army_BL	0.15	273	266	65536	62933
Basic_army_BL	0.30	496	453	65536	63063
Basic_army_BL	0.50	665	569	65536	63145
Basic_army_BL	0.75	782	566	65536	63145
Basic_army_BL	1.00	1091	1021	65536	63466
Basic_army_BL	1.50	445	295	65536	62946
Basic_army_BL	2.00	0	0	65536	62740
Basic_army_BL	3.00	0	0	65536	62740
Basic_army_DA	0.15	204	113	65536	62815
Basic_army_DA	0.30	333	157	65536	62829
Basic_army_DA	0.50	430	203	65536	62857
Basic_army_DA	0.75	426	207	65536	62875
Basic_army_DA	1.00	976	965	65536	63523
Basic_army_DA	1.50	385	333	65536	63010
Basic_army_DA	2.00	0	0	65536	62740
Basic_army_DA	3.00	0	0	65536	62740
Basic_army_DA_Intense	0.15	201	111	65536	62815
Basic_army_DA_Intense	0.30	333	159	65536	62833
Basic_army_DA_Intense	0.50	430	204	65536	62860
Basic_army_DA_Intense	0.75	426	207	65536	62876
Basic_army_DA_Intense	1.00	1029	1217	65536	63708
Basic_army_DA_Intense	1.50	738	751	65536	63364
Basic_army_DA_Intense	2.00	0	0	65536	62740
Basic_army_DA_Intense	3.00	0	0	65536	62740
Basic_army_DA_Intense_Secret	0.15	174	86	65536	62781
Basic_army_DA_Intense_Secret	0.30	169	82	65536	62771
Basic_army_DA_Intense_Secret	0.50	156	76	65536	62761
Basic_army_DA_Intense_Secret	0.75	108	69	65536	62773
Basic_army_DA_Intense_Secret	1.00	771	418	65536	62994
Basic_army_DA_Intense_Secret	1.50	334	154	65536	62832
Basic_army_DA_Intense_Secret	2.00	1	1	65536	62741
Basic_army_DA_Intense_Secret	3.00	0	0	65536	62740
Basic_army_DA_NoIcon	0.15	162	146	65536	62863
Basic_army_DA_NoIcon	0.30	165	195	65536	62902
Basic_army_DA_NoIcon	0.50	171	242	65536	62932
Basic_army_DA_NoIcon	0.75	175	289	65536	62961
Basic_army_DA_NoIcon	1.00	885	808	65536	63376
Basic_army_DA_NoIcon	1.50	826	583	65536	63197
Basic_army_DA_NoIcon	2.00	0	0	65536	62740
Basic_army_DA_NoIcon	3.00	0	0	65536	62740
Basic_army_GSC	0.15	278	449	65536	63076
Basic_army_GSC	0.30	432	681	65536	63249
Basic_army_GSC	0.50	632	894	65536	63419
Basic_army_GSC	0.75	721	854	65536	63419
Basic_army_GSC	1.00	956	1278	65536	63723
Basic_army_GSC	1.50	366	403	65536	63059
Basic_army_GSC	2.00	25	15	65536	62752
Basic_army_GSC	3.00	0	0	65536	62740
Basic_army_GSC_intense	0.15	325	515	65536	63125
Basic_army_GSC_intense	0.30	534	840	65536	63366
Basic_army_GSC_intense	0.50	726	1058	65536	63541
Basic_army_GSC_intense	0.75	845	1008	65536	63539
Basic_army_GSC_intense	1.00	1174	1640	65536	63991
Basic_army_GSC_intense	1.50	606	671	65536	63258
Basic_army_GSC_intense	2.00	246	116	65536	62814
Basic_army_GSC_intense	3.00	0	0	65536	62740
Basic_army_GSC_Jackal	0.15	257	427	65536	63057
Basic_army_GSC_Jackal	0.30	424	671	65536	63241
Basic_army_GSC_Jackal	0.50	623	883	65536	63410
Basic_army_GSC_Jackal	0.75	711	840	65536	63408
Basic_army_GSC_Jackal	1.00	975	1287	65536	63731
Basic_army_GSC_Jackal	1.50	581	557	65536	63191
Basic_army_GSC_Jackal	2.00	238	146	65536	62861
Basic_army_GSC_Jackal	3.00	0	0	65536	62740
Basic_army_GSC_shake	0.15	276	446	65536	63073
Basic_army_GSC_shake	0.30	435	683	65536	63252
Basic_army_GSC_shake	0.50	631	893	65536	63418
Basic_army_GSC_shake	0.75	719	853	65536	63418
Basic_army_GSC_shake	1.00	949	1276	65536	63723
Basic_army_GSC_shake	1.50	357	401	65536	63057
Basic_army_GSC_shake	2.00	22	14	65536	62752
Basic_army_GSC_shake	3.00	0	0	65536	62740
Basic_army_Guard	0.15	141	106	65536	62824
Basic_army_Guard	0.30	232	174	65536	62876
Basic_army_Guard	0.50	334	254	65536	62942
Basic_army_Guard	0.75	681	552	65536	63200
Basic_army_Guard	1.00	629	512	65536	63170
Basic_army_Guard	1.50	206	103	65536	62818
Basic_army_Guard	2.00	0	0	65536	62740
Basic_army_Guard	3.00	0	0	65536	62740
Basic_army_Guard Board	0.15	75	70	65536	62798
Basic_army_Guard Board	0.30	107	98	65536	62821
Basic_army_Guard Board	0.50	173	156	65536	62869
Basic_army_Guard Board	0.75	621	616	65536	63222
Basic_army_Guard Board	1.00	551	583	65536	63190
Basic_army_Guard Board	1.50	181	172	65536	62869
Basic_army_Guard Board	2.00	68	48	65536	62779
Basic_army_Guard Board	3.00	0	0	65536	62740
Basic_army_Guard Digital	0.15	893	598	65536	63196
Basic_army_Guard Digital	0.30	1105	1006	65536	63535
Basic_army_Guard Digital	0.50	1171	1072	65536	63580
Basic_army_Guard Digital	0.75	1366	1440	65536	63851
Basic_army_Guard Digital	1.00	2109	2159	65536	64438
Basic_army_Guard Digital	1.50	1536	668	65536	63184
Basic_army_Guard Digital	2.00	0	0	65536	62740
Basic_army_Guard Digital	3.00	0	0	65536	62740
Basic_army_Guard Intense	0.15	129	118	65536	62837
Basic_army_Guard Intense	0.30	190	171	65536	62881
Basic_army_Guard Intense	0.50	290	255	65536	62947
Basic_army_Guard Intense	0.75	1004	1023	65536	63536
Basic_army_Guard Intense	1.00	1151	1305	65536	63741
Basic_army_Guard Intense	1.50	997	654	65536	63227
Basic_army_Guard Intense	2.00	108	75	65536	62801
Basic_army_Guard Intense	3.00	0	0	65536	62740
Basic_army_Guard_quick	0.15	2026	2301	65536	64600
Basic_army_Guard_quick	0.30	2069	2093	65536	64472
Basic_army_Guard_quick	0.50	2271	1728	65536	64149
Basic_army_Guard_quick	0.75	1793	1079	65536	63638
Basic_army_Guard_quick	1.00	0	0	65536	62740
Basic_army_Guard_quick	1.50	0	0	65536	62740
Basic_army_Guard_quick	2.00	0	0	65536	62740
Basic_army_Guard_quick	3.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	0.15	1366	1316	65536	63831
Basic_army_Guard_quick Master of Ordnance	0.30	1824	1772	65536	64240
Basic_army_Guard_quick Master of Ordnance	0.50	2265	1610	65536	64080
Basic_army_Guard_quick Master of Ordnance	0.75	1817	1006	65536	63568
Basic_army_Guard_quick Master of Ordnance	1.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	1.50	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	2.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	3.00	0	0	65536	62740
Basic_army_UM	0.15	232	198	65536	62883
Basic_army_UM	0.30	411	308	65536	62952
Basic_army_UM	0.50	540	379	65536	63003
Basic_army_UM	0.75	599	371	65536	62998
Basic_army_UM	1.00	1019	955	65536	63508
Basic_army_UM	1.50	366	221	65536	62912
Basic_army_UM	2.00	0	0	65536	62740
Basic_army_UM	3.00	0	0	65536	62740
Basic_army_UM_Chainsword	0.15	235	199	65536	62882
Basic_army_UM_Chainsword	0.30	411	307	65536	62951
Basic_army_UM_Chainsword	0.50	540	379	65536	63002
Basic_army_UM_Chainsword	0.75	598	371	65536	62998
Basic_army_UM_Chainsword	1.00	1023	958	65536	63509
Basic_army_UM_Chainsword	1.50	370	223	65536	62913
Basic_army_UM_Chainsword	2.00	0	0	65536	62740
Basic_army_UM_Chainsword	3.00	0	0	65536	62740
Basic_army_UM_Chant	0.15	233	199	65536	62882
Basic_army_UM_Chant	0.30	411	309	65536	62952
Basic_army_UM_Chant	0.50	540	380	65536	63004
Basic_army_UM_Chant	0.75	598	371	65536	62998
