effect	time	lit	sum	lit_srgb	sum_srgb
Atk_BulletImpact_Vox-pulse digital	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse digital	3.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.15	37	41	65536	62773
Atk_BulletImpact_Vox-pulse purple	0.30	44	41	65536	62774
Atk_BulletImpact_Vox-pulse purple	0.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	0.75	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	1.50	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	2.00	0	0	65536	62740
Atk_BulletImpact_Vox-pulse purple	3.00	0	0	65536	62740
Atk_ChemVial_2	0.15	14	9	65536	62747
Atk_ChemVial_2	0.30	18	8	65536	62744
Atk_ChemVial_2	0.50	16	16	65536	62751
Atk_ChemVial_2	0.75	8	5	65536	62743
Atk_ChemVial_2	1.00	0	0	65536	62740
Atk_ChemVial_2	1.50	0	0	65536	62740
Atk_ChemVial_2	2.00	0	0	65536	62740
Atk_ChemVial_2	3.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.15	3121	1628	65536	63882
Atk_ExileGlaiveThrow Movement	0.30	2	0	65536	62739
Atk_ExileGlaiveThrow Movement	0.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	0.75	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	1.50	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	2.00	0	0	65536	62740
Atk_ExileGlaiveThrow Movement	3.00	0	0	65536	62740
Atk_GrotGrenade	0.15	3121	1625	65536	63880
Atk_GrotGrenade	0.30	12	7	65536	62746
Atk_GrotGrenade	0.50	10	6	65536	62745
Atk_GrotGrenade	0.75	8	5	65536	62744
Atk_GrotGrenade	1.00	0	0	65536	62740
Atk_GrotGrenade	1.50	0	0	65536	62740
Atk_GrotGrenade	2.00	0	0	65536	62740
Atk_GrotGrenade	3.00	0	0	65536	62740
Atk_GrotGrenade_big	0.15	3121	1622	65536	63877
Atk_GrotGrenade_big	0.30	24	9	65536	62744
Atk_GrotGrenade_big	0.50	22	8	65536	62745
Atk_GrotGrenade_big	0.75	10	4	65536	62742
Atk_GrotGrenade_big	1.00	0	0	65536	62740
Atk_GrotGrenade_big	1.50	0	0	65536	62740
Atk_GrotGrenade_big	2.00	0	0	65536	62740
Atk_GrotGrenade_big	3.00	0	0	65536	62740
Atk_GrotRock	0.15	2398	1087	65536	63503
Atk_GrotRock	0.30	4	0	65536	62738
Atk_GrotRock	0.50	4	0	65536	62738
Atk_GrotRock	0.75	0	0	65536	62740
Atk_GrotRock	1.00	0	0	65536	62740
Atk_GrotRock	1.50	0	0	65536	62740
Atk_GrotRock	2.00	0	0	65536	62740
Atk_GrotRock	3.00	0	0	65536	62740
Atk_HelspearThrow Movement	0.15	3121	1628	65536	63882
Atk_HelspearThrow Movement	0.30	0	0	65536	62740
Atk_HelspearThrow Movement	0.50	0	0	65536	62740
Atk_HelspearThrow Movement	0.75	0	0	65536	62740
Atk_HelspearThrow Movement	1.00	0	0	65536	62740
Atk_HelspearThrow Movement	1.50	0	0	65536	62740
Atk_HelspearThrow Movement	2.00	0	0	65536	62740
Atk_HelspearThrow Movement	3.00	0	0	65536	62740
Atk_JainasMor	0.15	2912	2270	65536	64103
Atk_JainasMor	0.30	4020	2031	65536	63570
Atk_JainasMor	0.50	1151	203	65536	61863
Atk_JainasMor	0.75	100	82	65536	62286
Atk_JainasMor	1.00	372	429	65536	63065
Atk_JainasMor	1.50	0	0	65536	62740
Atk_JainasMor	2.00	0	0	65536	62740
Atk_JainasMor	3.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	0.15	3121	1629	65536	63882
Atk_KrootJavelinThrow Movement	0.30	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.50	4	2	65536	62742
Atk_KrootJavelinThrow Movement	0.75	4	2	65536	62742
Atk_KrootJavelinThrow Movement	1.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	1.50	0	0	65536	62740
Atk_KrootJavelinThrow Movement	2.00	0	0	65536	62740
Atk_KrootJavelinThrow Movement	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	0.15	3032	1618	65536	63890
Atk_Rokkit-Harpoon big	0.30	235	152	65536	62866
Atk_Rokkit-Harpoon big	0.50	315	191	65536	62898
Atk_Rokkit-Harpoon big	0.75	248	118	65536	62835
Atk_Rokkit-Harpoon big	1.00	77	32	65536	62766
Atk_Rokkit-Harpoon big	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon big	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon big	3.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	0.15	3032	1618	65536	63890
Atk_Rokkit-Harpoon small	0.30	235	152	65536	62866
Atk_Rokkit-Harpoon small	0.50	315	191	65536	62898
Atk_Rokkit-Harpoon small	0.75	248	118	65536	62835
Atk_Rokkit-Harpoon small	1.00	77	32	65536	62766
Atk_Rokkit-Harpoon small	1.50	0	0	65536	62740
Atk_Rokkit-Harpoon small	2.00	0	0	65536	62740
Atk_Rokkit-Harpoon small	3.00	0	0	65536	62740
Atk_StikkaThrow Movement	0.15	3121	1627	65536	63878
Atk_StikkaThrow Movement	0.30	37	8	65536	62736
Atk_StikkaThrow Movement	0.50	31	8	65536	62737
Atk_StikkaThrow Movement	0.75	0	0	65536	62740
Atk_StikkaThrow Movement	1.00	0	0	65536	62740
Atk_StikkaThrow Movement	1.50	0	0	65536	62740
Atk_StikkaThrow Movement	2.00	0	0	65536	62740
Atk_StikkaThrow Movement	3.00	0	0	65536	62740
Attack_Stomp	0.15	2323	1152	65536	63550
Attack_Stomp	0.30	605	409	65536	62543
Attack_Stomp	0.50	873	622	65536	63258
Attack_Stomp	0.75	1122	910	65536	63518
Attack_Stomp	1.00	1364	1033	65536	63609
Attack_Stomp	1.50	717	369	65536	63035
Attack_Stomp	2.00	0	0	65536	62740
Attack_Stomp	3.00	0	0	65536	62740
AttackHitSmall	0.15	23	17	65536	62755
AttackHitSmall	0.30	4	2	65536	62742
AttackHitSmall	0.50	0	0	65536	62740
AttackHitSmall	0.75	2	1	65536	62741
AttackHitSmall	1.00	1	0	65536	62741
AttackHitSmall	1.50	0	0	65536	62740
AttackHitSmall	2.00	0	0	65536	62740
AttackHitSmall	3.00	0	0	65536	62740
AttackSquigEffect	0.15	0	0	65536	62740
AttackSquigEffect	0.30	0	0	65536	62740
AttackSquigEffect	0.50	0	0	65536	62740
AttackSquigEffect	0.75	42	16	65536	62749
AttackSquigEffect	1.00	0	0	65536	62740
AttackSquigEffect	1.50	0	0	65536	62740
AttackSquigEffect	2.00	0	0	65536	62740
AttackSquigEffect	3.00	0	0	65536	62740
Aura_WhileInPlay_1	0.15	0	0	65536	62740
Aura_WhileInPlay_1	0.30	2	1	65536	62741
Aura_WhileInPlay_1	0.50	8	3	65536	62743
Aura_WhileInPlay_1	0.75	16	7	65536	62745
Aura_WhileInPlay_1	1.00	15	7	65536	62746
Aura_WhileInPlay_1	1.50	24	10	65536	62747
Aura_WhileInPlay_1	2.00	21	9	65536	62746
Aura_WhileInPlay_1	3.00	22	10	65536	62747
Aura_WhileInPlay_2	0.15	0	0	65536	62740
Aura_WhileInPlay_2	0.30	12	7	65536	62745
Aura_WhileInPlay_2	0.50	29	18	65536	62752
Aura_WhileInPlay_2	0.75	58	36	65536	62764
Aura_WhileInPlay_2	1.00	105	66	65536	62782
Aura_WhileInPlay_2	1.50	192	116	65536	62814
Aura_WhileInPlay_2	2.00	233	135	65536	62826
Aura_WhileInPlay_2	3.00	216	132	65536	62825
Axe_Slash_User_SW	0.15	253	647	65536	63196
Axe_Slash_User_SW	0.30	251	642	65536	63192
Axe_Slash_User_SW	0.50	237	627	65536	63179
Axe_Slash_User_SW	0.75	221	611	65536	63167
Axe_Slash_User_SW	1.00	220	609	65536	63166
Axe_Slash_User_SW	1.50	220	607	65536	63165
Axe_Slash_User_SW	2.00	0	0	65536	62740
Axe_Slash_User_SW	3.00	0	0	65536	62740
BacklashEffect	0.15	0	0	65536	62740
BacklashEffect	0.30	4	4	65536	62734
BacklashEffect	0.50	730	346	65536	62933
BacklashEffect	0.75	1160	884	65536	63371
BacklashEffect	1.00	1188	887	65536	63345
BacklashEffect	1.50	967	707	65536	63241
BacklashEffect	2.00	725	478	65536	63065
BacklashEffect	3.00	4	3	65536	62742
Backstab Dagger	0.15	20	8	65536	62749
Backstab Dagger	0.30	23	8	65536	62748
Backstab Dagger	0.50	19	7	65536	62748
Backstab Dagger	0.75	19	7	65536	62749
Backstab Dagger	1.00	0	0	65536	62745
Backstab Dagger	1.50	0	0	65536	62740
Backstab Dagger	2.00	0	0	65536	62740
Backstab Dagger	3.00	0	0	65536	62740
Backstab Dagger Intense	0.15	20	8	65536	62749
Backstab Dagger Intense	0.30	39	18	65536	62755
Backstab Dagger Intense	0.50	78	68	65536	62794
Backstab Dagger Intense	0.75	108	102	65536	62820
Backstab Dagger Intense	1.00	104	90	65536	62813
Backstab Dagger Intense	1.50	35	14	65536	62750
Backstab Dagger Intense	2.00	0	0	65536	62740
Backstab Dagger Intense	3.00	0	0	65536	62740
BansheeHowl	0.15	610	209	65536	62819
BansheeHowl	0.30	1223	454	65536	62969
BansheeHowl	0.50	1247	524	65536	62900
BansheeHowl	0.75	1490	612	65536	62969
BansheeHowl	1.00	1821	720	65536	63287
BansheeHowl	1.50	0	0	65536	62740
BansheeHowl	2.00	0	0	65536	62740
BansheeHowl	3.00	0	0	65536	62740
BansheeHowl_blood	0.15	1627	432	65536	62633
BansheeHowl_blood	0.30	2557	702	65536	62623
BansheeHowl_blood	0.50	1093	397	65536	62578
BansheeHowl_blood	0.75	233	69	65536	62522
BansheeHowl_blood	1.00	109	36	65536	62775
BansheeHowl_blood	1.50	0	0	65536	62740
BansheeHowl_blood	2.00	0	0	65536	62740
BansheeHowl_blood	3.00	0	0	65536	62740
BansheeHowl_blood glow	0.15	1616	1151	65536	63526
BansheeHowl_blood glow	0.30	2601	1711	65536	63962
BansheeHowl_blood glow	0.50	1127	432	65536	62655
BansheeHowl_blood glow	0.75	233	69	65536	62522
BansheeHowl_blood glow	1.00	109	36	65536	62775
BansheeHowl_blood glow	1.50	0	0	65536	62740
BansheeHowl_blood glow	2.00	0	0	65536	62740
BansheeHowl_blood glow	3.00	0	0	65536	62740
BansheeHowl_warlord	0.15	610	209	65536	62819
BansheeHowl_warlord	0.30	1223	454	65536	62969
BansheeHowl_warlord	0.50	1247	524	65536	62900
BansheeHowl_warlord	0.75	1490	612	65536	62969
BansheeHowl_warlord	1.00	1821	720	65536	63287
BansheeHowl_warlord	1.50	0	0	65536	62740
BansheeHowl_warlord	2.00	0	0	65536	62740
BansheeHowl_warlord	3.00	0	0	65536	62740
Basic_army_BL	0.15	264	255	65536	62925
Basic_army_BL	0.30	489	435	65536	63045
Basic_army_BL	0.50	653	549	65536	63124
Basic_army_BL	0.75	770	544	65536	63119
Basic_army_BL	1.00	1085	994	65536	63437
Basic_army_BL	1.50	447	288	65536	62932
Basic_army_BL	2.00	0	0	65536	62740
Basic_army_BL	3.00	0	0	65536	62740
Basic_army_DA	0.15	202	110	65536	62813
Basic_army_DA	0.30	332	157	65536	62829
Basic_army_DA	0.50	433	205	65536	62859
Basic_army_DA	0.75	428	211	65536	62878
Basic_army_DA	1.00	980	993	65536	63540
Basic_army_DA	1.50	393	396	65536	63051
Basic_army_DA	2.00	0	0	65536	62740
Basic_army_DA	3.00	0	0	65536	62740
Basic_army_DA_Intense	0.15	202	111	65536	62816
Basic_army_DA_Intense	0.30	332	158	65536	62831
Basic_army_DA_Intense	0.50	433	206	65536	62861
Basic_army_DA_Intense	0.75	428	210	65536	62879
Basic_army_DA_Intense	1.00	1024	1062	65536	63596
Basic_army_DA_Intense	1.50	413	430	65536	63077
Basic_army_DA_Intense	2.00	1	1	65536	62741
Basic_army_DA_Intense	3.00	0	0	65536	62740
Basic_army_DA_Intense_Secret	0.15	184	95	65536	62787
Basic_army_DA_Intense_Secret	0.30	165	77	65536	62767
Basic_army_DA_Intense_Secret	0.50	156	77	65536	62763
Basic_army_DA_Intense_Secret	0.75	113	70	65536	62773
Basic_army_DA_Intense_Secret	1.00	808	407	65536	62976
Basic_army_DA_Intense_Secret	1.50	270	137	65536	62819
Basic_army_DA_Intense_Secret	2.00	1	1	65536	62740
Basic_army_DA_Intense_Secret	3.00	0	0	65536	62740
Basic_army_DA_NoIcon	0.15	174	208	65536	62912
Basic_army_DA_NoIcon	0.30	189	286	65536	62961
Basic_army_DA_NoIcon	0.50	195	350	65536	62999
Basic_army_DA_NoIcon	0.75	201	389	65536	63023
Basic_army_DA_NoIcon	1.00	879	839	65536	63397
Basic_army_DA_NoIcon	1.50	823	630	65536	63234
Basic_army_DA_NoIcon	2.00	0	0	65536	62740
Basic_army_DA_NoIcon	3.00	0	0	65536	62740
Basic_army_GSC	0.15	262	396	65536	63042
Basic_army_GSC	0.30	415	590	65536	63188
Basic_army_GSC	0.50	592	754	65536	63323
Basic_army_GSC	0.75	685	722	65536	63318
Basic_army_GSC	1.00	910	1125	65536	63614
Basic_army_GSC	1.50	324	303	65536	62982
Basic_army_GSC	2.00	16	12	65536	62750
Basic_army_GSC	3.00	0	0	65536	62740
Basic_army_GSC_intense	0.15	309	465	65536	63096
Basic_army_GSC_intense	0.30	509	726	65536	63289
Basic_army_GSC_intense	0.50	677	891	65536	63428
Basic_army_GSC_intense	0.75	800	848	65536	63415
Basic_army_GSC_intense	1.00	1032	1328	65536	63767
Basic_army_GSC_intense	1.50	406	377	65536	63043
Basic_army_GSC_intense	2.00	20	14	65536	62752
Basic_army_GSC_intense	3.00	0	0	65536	62740
Basic_army_GSC_Jackal	0.15	243	375	65536	63024
Basic_army_GSC_Jackal	0.30	404	576	65536	63176
Basic_army_GSC_Jackal	0.50	582	741	65536	63312
Basic_army_GSC_Jackal	0.75	669	703	65536	63301
Basic_army_GSC_Jackal	1.00	956	1157	65536	63641
Basic_army_GSC_Jackal	1.50	522	442	65536	63101
Basic_army_GSC_Jackal	2.00	306	183	65536	62889
Basic_army_GSC_Jackal	3.00	0	0	65536	62740
Basic_army_GSC_shake	0.15	264	396	65536	63041
Basic_army_GSC_shake	0.30	415	590	65536	63188
Basic_army_GSC_shake	0.50	593	754	65536	63324
Basic_army_GSC_shake	0.75	682	720	65536	63316
Basic_army_GSC_shake	1.00	911	1127	65536	63616
Basic_army_GSC_shake	1.50	324	303	65536	62982
Basic_army_GSC_shake	2.00	16	12	65536	62750
Basic_army_GSC_shake	3.00	0	0	65536	62740
Basic_army_Guard	0.15	136	120	65536	62836
Basic_army_Guard	0.30	222	204	65536	62901
Basic_army_Guard	0.50	339	323	65536	62992
Basic_army_Guard	0.75	672	611	65536	63245
Basic_army_Guard	1.00	637	567	65536	63216
Basic_army_Guard	1.50	194	88	65536	62804
Basic_army_Guard	2.00	0	0	65536	62740
Basic_army_Guard	3.00	0	0	65536	62740
Basic_army_Guard Board	0.15	65	61	65536	62791
Basic_army_Guard Board	0.30	135	122	65536	62841
Basic_army_Guard Board	0.50	177	163	65536	62874
Basic_army_Guard Board	0.75	621	653	65536	63258
Basic_army_Guard Board	1.00	560	646	65536	63244
Basic_army_Guard Board	1.50	155	137	65536	62843
Basic_army_Guard Board	2.00	68	48	65536	62779
Basic_army_Guard Board	3.00	0	0	65536	62740
Basic_army_Guard Digital	0.15	673	369	65536	63005
Basic_army_Guard Digital	0.30	1205	687	65536	63226
Basic_army_Guard Digital	0.50	1151	699	65536	63261
Basic_army_Guard Digital	0.75	1034	691	65536	63262
Basic_army_Guard Digital	1.00	2015	1555	65536	63938
Basic_army_Guard Digital	1.50	1425	762	65536	63310
Basic_army_Guard Digital	2.00	0	0	65536	62740
Basic_army_Guard Digital	3.00	0	0	65536	62740
Basic_army_Guard Intense	0.15	132	124	65536	62843
Basic_army_Guard Intense	0.30	190	173	65536	62884
Basic_army_Guard Intense	0.50	268	245	65536	62942
Basic_army_Guard Intense	0.75	1038	1142	65536	63634
Basic_army_Guard Intense	1.00	1181	1516	65536	63880
Basic_army_Guard Intense	1.50	1016	779	65536	63336
Basic_army_Guard Intense	2.00	108	75	65536	62801
Basic_army_Guard Intense	3.00	0	0	65536	62740
Basic_army_Guard_quick	0.15	2129	2689	65536	64874
Basic_army_Guard_quick	0.30	2167	2901	65536	65082
Basic_army_Guard_quick	0.50	2418	2256	65536	64611
Basic_army_Guard_quick	0.75	1790	1079	65536	63637
Basic_army_Guard_quick	1.00	0	0	65536	62740
Basic_army_Guard_quick	1.50	0	0	65536	62740
Basic_army_Guard_quick	2.00	0	0	65536	62740
Basic_army_Guard_quick	3.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	0.15	3273	2263	65536	64105
Basic_army_Guard_quick Master of Ordnance	0.30	2085	2663	65536	64569
Basic_army_Guard_quick Master of Ordnance	0.50	2650	2480	65536	64841
Basic_army_Guard_quick Master of Ordnance	0.75	1790	996	65536	63564
Basic_army_Guard_quick Master of Ordnance	1.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	1.50	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	2.00	0	0	65536	62740
Basic_army_Guard_quick Master of Ordnance	3.00	0	0	65536	62740
Basic_army_UM	0.15	232	200	65536	62883
Basic_army_UM	0.30	411	309	65536	62952
Basic_army_UM	0.50	540	379	65536	63002
Basic_army_UM	0.75	599	372	65536	62998
Basic_army_UM	1.00	1028	975	65536	63523
Basic_army_UM	1.50	365	221	65536	62912
Basic_army_UM	2.00	0	0	65536	62740
Basic_army_UM	3.00	0	0	65536	62740
Basic_army_UM_Chainsword	0.15	232	200	65536	62883
Basic_army_UM_Chainsword	0.30	411	309	65536	62952
Basic_army_UM_Chainsword	0.50	540	379	65536	63002
Basic_army_UM_Chainsword	0.75	599	372	65536	62998
Basic_army_UM_Chainsword	1.00	1028	975	65536	63523
Basic_army_UM_Chainsword	1.50	366	222	65536	62913
Basic_army_UM_Chainsword	2.00	0	0	65536	62740
Basic_army_UM_Chainsword	3.00	0	0	65536	62740
Basic_army_UM_Chant	0.15	232	200	65536	62883
Basic_army_UM_Chant	0.30	411	309	65536	62952
Basic_army_UM_Chant	0.50	540	379	65536	63002
Basic_army_UM_Chant	0.75	599	372	65536	62998
