effect	px	py	pz	lx	ly	lz	fov	near	far	_
Acid Rain Damage Target	0	-1.31799984	-37.3011475	0	-1.31799984	0	40	0.01	1180.5658	0
AcidSpraySweepAttack	-8.293725	-0.7360749	-66.00653	-8.293725	-0.7360749	0.6746845	40	0.01	2110.43286	0
Air to Ground Big	-1.797246	-0.330913544	-53.78668	-1.797246	-0.330913544	0	40	0.01	1702.326	0
AlphaWarriorEffect	-0.000120162964	0.413781643	-29.1789989	-0.000120162964	0.413781643	0.103284359	40	0.01	926.7721	0
AmbushEffect	0	-0.00159978867	-22.1125984	0	-0.00159978867	0.04460001	40	0.01	701.2662	0
Antimatter Explosion	0.05139351	-0.326601267	-8.664024	0.05139351	-0.326601267	0.0533508062	40	0.01	275.9013	0
Arco-Flagellant Strike	0.360222816	-0.009130955	-29.3940887	0.360222816	-0.009130955	0	40	0.01	930.3107	0
ArdAsNailsEffect	0	-1.109385	-39.3267441	0	-1.109385	0.40426445	40	0.01	1257.47	0
Armor_Necron	0	0.2706132	-19.5219841	0	0.2706132	-0.533251762	40	0.01	600.9855	0
ArmourEffect	0	-1.22625017	-21.166853	0	-1.22625017	1.05793715	40	0.01	703.405457	0
ArmourEffect_Bladeguard_Shield	0	-0.8062506	-40.979702	0	-0.8062506	1.7708745	40	0.01	1353.03809	0
ArmourEffect_Nurgle	0	-0.81799984	-58.3158722	0	-0.81799984	0	40	0.01	1845.67322	0
ArtificeEffect	-0.235900044	-0.2563858	-10.6100616	-0.235900044	-0.2563858	0.1032635	40	0.01	339.0723	0
Artillery Ground	0	2.17001438	-41.28155	0	2.17001438	0	40	0.01	1306.54407	0
Artillery Manticore down 1x	9.393692E-05	-4.832245	-78.97423	9.393692E-05	-4.832245	0	40	0.01	2499.50171	0
Artillery Manticore down 2x spread	2.57403088	-3.158661	-86.63968	2.57403088	-3.158661	-1.18089676	40	0.01	2704.735	0
Artillery Manticore down 4x	9.393692E-05	-3.500002	-86.490654	9.393692E-05	-3.500002	0	40	0.01	2737.393	0
Artillery Manticore down 4x spread	2.55169773	-1.10737991	-93.6925659	2.55169773	-1.10737991	-0.7316141	40	0.01	2942.17554	0
Artillery Manticore up 2x	0	23.0057487	-87.3735046	0	23.0057487	0.0454998	40	0.01	2766.77539	0
Artillery Manticore up 4x	0	23.0057487	-87.50573	0	23.0057487	0.0454998	40	0.01	2770.96021	0
Atk_BulletImpact_Vox-pulse	-0.2867725	0.159999967	-112.579773	-0.2867725	0.159999967	49.44994	40	0.01	5128.173	0
Atk_BulletImpact_Vox-pulse digital	-0.2870052	0.159999967	-112.578705	-0.2870052	0.159999967	49.4501762	40	0.01	5128.147	0
Atk_BulletImpact_Vox-pulse purple	-0.2867725	0.159999967	-112.579773	-0.2867725	0.159999967	49.44994	40	0.01	5128.173	0
Atk_ChemVial_2	-0.1046499	0.159999967	-7.24108362	-0.1046499	0.159999967	0	40	0.01	229.177277	0
Atk_ExileGlaiveThrow Movement	0	0	-19.4319267	0	0	0	40	0.01	615.0124	0
Atk_GrotGrenade	0	0	-19.4319267	0	0	0	40	0.01	615.0124	0
Atk_GrotGrenade_big	0	0	-19.4319267	0	0	0	40	0.01	615.0124	0
Atk_GrotRock	0	0	-19.4319267	0	0	0	40	0.01	615.0124	0
Atk_HelspearThrow Movement	0	0	-19.4319267	0	0	0	40	0.01	615.0124	0
Atk_JainasMor	0.0260000229	0.325000048	-19.74369	0.0260000229	0.325000048	-0.190500021	40	0.01	618.850342	0
Atk_KrootJavelinThrow Movement	0	0	-19.4319267	0	0	0	40	0.01	615.0124	0
Atk_Rokkit-Harpoon big	0	0	-19.7084579	0	0	0.315443754	40	0.01	633.748169	0
Atk_Rokkit-Harpoon small	0	0	-19.7084579	0	0	0.315443754	40	0.01	633.748169	0
Atk_StikkaThrow Movement	0	0	-9.715963	0	0	0	40	0.01	307.5062	0
Attack_Stomp	0	0	-24.4980145	0	0	-0.5231881	40	0.01	758.793335	0
AttackHitSmall	0	0	-145.707611	0	0	0	40	0.01	4611.58545	0
AttackSquigEffect	-9.15527344E-05	0	-1751.39868	-9.15527344E-05	0	0.289001465	40	0.01	55440.1875	0
Aura_WhileInPlay_1	0	-1.31	-23.3134842	0	-1.31	0	40	0.01	737.8621	0
Aura_WhileInPlay_2	0	-1.31	-23.3134842	0	-1.31	0	40	0.01	737.8621	0
Axe_Slash_User_SW	0.8101001	-0.440000057	-26.10025	0.8101001	-0.440000057	0	40	0.01	826.062134	0
BacklashEffect	-0.339435339	-0.121970177	-14.2598629	-0.339435339	-0.121970177	0	40	0.01	451.318726	0
Backstab Dagger	0.0334348679	-0.106562614	-26.264864	0.0334348679	-0.106562614	-1.117485	40	0.01	795.9041	0
Backstab Dagger Intense	0.0334348679	-0.106562614	-26.264864	0.0334348679	-0.106562614	-1.117485	40	0.01	795.9041	0
BansheeHowl	0	0.360039949	-18.7072563	0	0.360039949	0.4000001	40	0.01	604.7367	0
BansheeHowl_blood	0	1.33375025	-21.0082474	0	1.33375025	0.4000001	40	0.01	677.562134	0
BansheeHowl_blood glow	0	1.33375025	-21.0082474	0	1.33375025	0.4000001	40	0.01	677.562134	0
BansheeHowl_warlord	0	0.360039949	-18.7072563	0	0.360039949	0.4000001	40	0.01	604.7367	0
Basic_army_BL	0	-1.47000027	-51.02639	0	-1.47000027	0	40	0.01	1614.96411	0
Basic_army_DA	0	-0.6300001	-51.02639	0	-0.6300001	0	40	0.01	1614.96411	0
Basic_army_DA_Intense	0	-0.6300001	-51.02639	0	-0.6300001	0	40	0.01	1614.96411	0
Basic_army_DA_Intense_Secret	0	-0.6300001	-51.02639	0	-0.6300001	0	40	0.01	1614.96411	0
Basic_army_DA_NoIcon	0	-0.6300001	-51.0264	0	-0.6300001	0	40	0.01	1614.96448	0
Basic_army_GSC	0	-1.20120049	-55.62336	0	-1.20120049	0	40	0.01	1760.4563	0
Basic_army_GSC_intense	0	-1.47000027	-51.02639	0	-1.47000027	0	40	0.01	1614.96411	0
Basic_army_GSC_Jackal	0	-1.20120049	-55.62336	0	-1.20120049	0	40	0.01	1760.4563	0
Basic_army_GSC_shake	0	-1.16520023	-55.62336	0	-1.16520023	0	40	0.01	1760.4563	0
Basic_army_Guard	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Basic_army_Guard Board	9.536743E-07	-1.3380003	-47.78048	9.536743E-07	-1.3380003	0	40	0.01	1512.23242	0
Basic_army_Guard Digital	0	-1.12202883	-28.3756237	0	-1.12202883	0	40	0.01	898.0767	0
Basic_army_Guard Intense	0	-1.3253994	-37.3444824	0	-1.3253994	-0.007200718	40	0.01	1181.70947	0
Basic_army_Guard_quick	0	0.09000015	-16.7855186	0	0.09000015	0	40	0.01	531.2547	0
Basic_army_Guard_quick Master of Ordnance	0	0.09000015	-16.7855186	0	0.09000015	0	40	0.01	531.2547	0
Basic_army_UM	0	-1.47000027	-51.02639	0	-1.47000027	0	40	0.01	1614.96411	0
Basic_army_UM_Chainsword	0	-1.47000027	-51.02639	0	-1.47000027	0	40	0.01	1614.96411	0
Basic_army_UM_Chant	0	-1.47000027	-51.02639	0	-1.47000027	0	40	0.01	1614.96411	0
Basic_army_UM_chaplain	0	-1.47000027	-51.02639	0	-1.47000027	0	40	0.01	1614.96411	0
Basic_army_UM_Guilliman	0	-1.47000027	-63.56957	0	-1.47000027	0	40	0.01	2011.95044	0
Basic_army_UM_Hammer	0	-1.47000027	-51.02639	0	-1.47000027	0	40	0.01	1614.96411	0
Basic_army_UM_Pre-Effect	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Basic_army_UM_quick	0	-1.47000027	-50.93039	0	-1.47000027	0.09599972	40	0.01	1614.96411	0
BeastSnagga_Summon	0	-11.6525955	-76.37899	0	-11.6525955	0	40	0.01	2417.36328	0
BigKrumpaKlawEffect	0.000121593475	0.0440592766	-22.05255	0.000121593475	0.0440592766	0.114126682	40	0.01	701.5661	0
Birth of a Saga	9.494208	-7.588627	-80.0354462	9.494208	-7.588627	0.38676095	40	0.01	2545.32959	0
BlackCrusade_Battleground	0	-0.23400116	-252.559921	0	-0.23400116	0	40	0.01	7993.4165	0
BlackCrusade_Battleground repeat	0	0	-252.359924	0	0	0.200000763	40	0.01	7993.4165	0
Blacksword_Missile_offscreen	-15.1982384	-16.3317642	-176.127655	-15.1982384	-16.3317642	5.509263	40	0.01	5748.733	0
Blacksword_Missile_volley	21.7863178	21.292717	-28.4477119	21.7863178	21.292717	-8.177437	40	0.01	641.5458	0
Blast_Big_Ork	1.93322325	-8.16554451	-47.9457932	1.93322325	-8.16554451	3.049611	40	0.01	1613.9834	0
Blast_Big_Ork_Missiles	2.08473825	-8.16554451	-47.8035545	2.08473825	-8.16554451	3.04099178	40	0.01	1609.20886	0
Blast_Plasma	3.244446	-0.184001446	-87.8473358	3.244446	-0.184001446	-4.94547272	40	0.01	2623.80957	0
Blast_Plasma_Helbrute	-0.940000057	0.332000017	-67.25701	-0.940000057	0.332000017	0.3321972	40	0.01	2139.17041	0
Blast_Plasma_MegaBlasta	-0.940000057	-0.184000492	-87.86289	-0.940000057	-0.184000492	-4.94547272	40	0.01	2624.302	0
Blast_Plasma_Sentinel	-0.940000057	0.332000017	-59.2961578	-0.940000057	0.332000017	2.29656982	40	0.01	1949.38428	0
Blast_Plasma_Sentinel_twinlink	-0.7499156	0.332000017	-59.4839058	-0.7499156	0.332000017	2.30873871	40	0.01	1955.71155	0
BlastEffect	0	-0.655670166	-76.16727	0	-0.655670166	0	40	0.01	2410.66235	0
Blind_continuous_effect	0	0	-11.6566105	0	0	0	40	0.01	368.92688	0
BlindEffect	0.0259332657	0.7050023	-25.3774948	0.0259332657	0.7050023	0	40	0.01	803.1872	0
BloodThirstEffect	0	-1.30000019	-29.9446125	0	-1.30000019	0	40	0.01	947.734558	0
BloodThirstEffect_continuous	0	0.0236145258	-9.892296	0	0.0236145258	0.125	40	0.01	317.043243	0
BloodThirstEffect_Gain	0	-1.30000019	-23.31322	0	-1.30000019	1.43051147E-06	40	0.01	737.85376	0
BloodThirstEffect_Idle	0	0.05799997	-9.29987	0	0.05799997	0.100000024	40	0.01	297.501984	0
BloodThirstEffect_Lose	0	0.2424804	-9.744073	0	0.2424804	0.1032635	40	0.01	311.664124	0
BloodySplash	0.536977768	-5.911153	-51.4865837	0.536977768	-5.911153	-0.271180153	40	0.01	1620.94629	0
BlueSummonCircle	0	0.01999998	-23.3132172	0	0.01999998	0	40	0.01	737.853638	0
Bolter Casing_Imperial	2.86706	-0.329434276	-10.3847466	2.86706	-0.329434276	0.641415238	40	0.01	348.97345	0
Bolter Casing_Orks	3.148492	-3.05362988	-16.9310265	3.148492	-3.05362988	0.84270364	40	0.01	562.5311	0
Bolter Casing_Traitor	3.15980077	-3.05362988	-17.0033321	3.15980077	-3.05362988	0.854012251	40	0.01	565.1775	0
BolterSweep	-3.51201344	-4.5674243	-33.47456	-3.51201344	-4.5674243	5.27877665	40	0.01	1226.5271	0
BolterSweep_2	-3.772953	-4.5674243	-34.2048264	-3.772953	-4.5674243	5.535345	40	0.01	1257.75989	0
Bore Through	-1.1179781	0.1869905	-15.9638042	-1.1179781	0.1869905	-0.7046795	40	0.01	482.944977	0
Bore Through Intense	-1.18937016	-0.4725001	-18.304245	-1.18937016	-0.4725001	-0.526627541	40	0.01	562.6542	0
Buff EC On Warlord When Creating Card	0	-1.34000015	-38.8553619	0	-1.34000015	0	40	0.01	1229.7561	0
Buff EC Pink Twirl	0	-1.30000019	-38.8553619	0	-1.30000019	0	40	0.01	1229.7561	0
Buff EC Pink Twirl Intense	0	-1.19	-38.8553619	0	-1.19	0	40	0.01	1229.7561	0
Buff EC Stimulate	0	-1.2249999	-38.8553619	0	-1.2249999	0	40	0.01	1229.7561	0
Buff EC Stimulate passive	-0.186389685	-0.1181891	-6.99488354	-0.186389685	-0.1181891	-0.626988232	40	0.01	201.541229	0
Buff_BL_Intense	0	-1.3380003	-69.93965	0	-1.3380003	0	40	0.01	2213.56079	0
Buff_Blue	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Blue_SW	0	-1.47000027	-47.67717	0	-1.47000027	0	40	0.01	1508.96265	0
Buff_Blue_SW_Intense	0	-1.47000027	-47.67717	0	-1.47000027	0	40	0.01	1508.96265	0
Buff_Blue_SW_Wolf	0	-1.47000027	-47.67717	0	-1.47000027	0	40	0.01	1508.96265	0
Buff_Blue_Tau	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Blue_Tau_quick	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Chaos_Star	0	-1.47000027	-51.22639	0	-1.47000027	-0.199999809	40	0.01	1614.96411	0
Buff_DA_Forest_Self	0	-1.30999947	-37.3011475	0	-1.30999947	0	40	0.01	1180.5658	0
Buff_DA_Forest_Target	0	-1.30999947	-37.3011475	0	-1.30999947	0	40	0.01	1180.5658	0
Buff_DaemonicFrenzy	0	-0.9840002	-54.8134232	0	-0.9840002	0	40	0.01	1734.822	0
Buff_DaemonicPact	0	0.876001358	-61.89517	0	0.876001358	0	40	0.01	1958.9563	0
Buff_DaemonicPact_troop	0	-0.9840002	-54.8134232	0	-0.9840002	0	40	0.01	1734.822	0
Buff_DarkOratory	0	-1.47000027	-58.31588	0	-1.47000027	0	40	0.01	1845.67334	0
Buff_DiabolicStrength	0	-0.9840002	-54.8134232	0	-0.9840002	0	40	0.01	1734.822	0
Buff_Drach'nyen	0	-1.31999969	-58.31588	0	-1.31999969	0	40	0.01	1845.67334	0
Buff_Eldar_Warp Spider	0	-0.77	-28.2182217	0	-0.77	0	40	0.01	893.095032	0
Buff_Eldar_Warp Spider_intense	0	-0.539462566	-32.55065	0	-0.539462566	0	40	0.01	1030.2146	0
Buff_EnemyHand_GSC	0	0	-116.571564	0	0	0	40	0.01	3689.44165	0
Buff_Flies	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Buff_FriendlyHand_GSC	0	0	-116.571564	0	0	0	40	0.01	3689.44165	0
Buff_Green	0	-1.47000027	-58.31588	0	-1.47000027	0	40	0.01	1845.67334	0
Buff_Green_Agenda	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Buff_Green_DA	0	-1.30999947	-37.3011475	0	-1.30999947	0	40	0.01	1180.5658	0
Buff_Green_Intense	0	-0.6779995	-58.31588	0	-0.6779995	0	40	0.01	1845.67334	0
Buff_GSC	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Hand_1	0	15.499505	-166.214355	0	15.499505	0.189996719	40	0.01	5266.62842	0
Buff_Hand_UM	0	0	-116.571564	0	0	0	40	0.01	3689.44165	0
Buff_HideousMutation	0	-1.31999969	-72.89485	0	-1.31999969	0	40	0.01	2307.0918	0
Buff_HideousMutation_EC	0	-1.17000008	-46.6264343	0	-1.17000008	0	40	0.01	1475.70728	0
Buff_HideousMutation_rage	0	-1.17000008	-46.6264343	0	-1.17000008	0	40	0.01	1475.70728	0
Buff_LegacyOfVengeance	0	-1.31999969	-58.3158722	0	-1.31999969	0	40	0.01	1845.67322	0
Buff_Mana	0	0.302999973	-8.160008	0	0.302999973	-1.1920929E-07	40	0.01	258.2609	0
Buff_Mana_2	0	23.1135139	-549.496338	0	23.1135139	0.189987183	40	0.01	17397.3457	0
Buff_Mana_3 Holy	0	16.72351	-559.6968	0	16.72351	0.189987183	40	0.01	17720.1836	0
Buff_Mana_Blood	0	-26.0906219	-915.3248	0	-26.0906219	52.6900024	40	0.01	30637.2676	0
Buff_MarkOfKhorne	0	0.231876373	-74.151886	0	0.231876373	-9.536743E-07	40	0.01	2346.87622	0
Buff_MarkOfNurgle	0	-0.8380003	-58.31588	0	-0.8380003	0	40	0.01	1845.67334	0
Buff_MarkOfSlaanesh	0	-0.8380003	-58.31588	0	-0.8380003	0	40	0.01	1845.67334	0
Buff_MarkOfTzeentch	0	1.74505043	-54.28618	0	1.74505043	-0.129999161	40	0.01	1714.02051	0
Buff_Orange	0	-1.47000027	-58.31588	0	-1.47000027	0	40	0.01	1845.67334	0
Buff_Ork_Mek	0.04853511	-0.892058134	-17.66103	0.04853511	-0.892058134	0.0449881554	40	0.01	560.3881	0
Buff_Purple	0	-1.6799984	-81.27683	0	-1.6799984	0	40	0.01	2572.378	0
Buff_Red	0	-1.47000027	-58.31588	0	-1.47000027	0	40	0.01	1845.67334	0
Buff_Red_Intense	0	-1.47000027	-58.31588	0	-1.47000027	0	40	0.01	1845.67334	0
Buff_Red_ork	0	-1.47000027	-63.3695679	0	-1.47000027	0.199999809	40	0.01	2011.95044	0
Buff_Sautekh_Intense	0	-1.3380003	-69.93965	0	-1.3380003	0	40	0.01	2213.56079	0
Buff_Sororitas	0	10.9199991	-99.30652	0	10.9199991	0	40	0.01	3143.01025	0
Buff_Sororitas_Intense	0	-1.33799934	-83.92759	0	-1.33799934	0	40	0.01	2656.27319	0
Buff_Sororitas_quick	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Buff_Sororitas_quick_fire	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Buff_Sororitas_quick_fire_intense	0	-1.3380003	-37.3011475	0	-1.3380003	0	40	0.01	1180.5658	0
Buff_SW_Blizzard	-2.97219086	0.009679794	-191.409134	-2.97219086	0.009679794	-0.7439995	40	0.01	6034.472	0
Buff_SW_Blizzard_Board	-27.1237946	7.380434	-300.373138	-27.1237946	7.380434	19.10842	40	0.01	10111.459	0
Buff_SW_Lightning	0	-0.409999847	-145.008209	0	-0.409999847	0	40	0.01	4589.44971	0
Buff_SW_Lightning_quick	0	-0.409999847	-145.008209	0	-0.409999847	0	40	0.01	4589.44971	0
Buff_SW_Rune_Blizzard	0	-1.26799965	-37.3011475	0	-1.26799965	0	40	0.01	1180.5658	0
Buff_SW_Rune_Lightning	0	-1.26799965	-37.3011475	0	-1.26799965	0	40	0.01	1180.5658	0
Buff_SW_Rune_Tornado	0	-1.26799965	-37.3011475	0	-1.26799965	0	40	0.01	1180.5658	0
Buff_SW_Runes 1	0	-1.26799965	-37.3011475	0	-1.26799965	0	40	0.01	1180.5658	0
Buff_SW_Runes_Blizzard OLD	-8.134781	2.0988512	-120.235855	-8.134781	2.0988512	0.0424718857	40	0.01	3806.75928	0
Buff_Tau_Air	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Tau_Earth	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Tau_Fire	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Tau_GrislyFeast	0	0.231876373	-89.97669	0	0.231876373	0	40	0.01	2847.72485	0
Buff_Tau_Intense	0	-1.3380003	-69.93965	0	-1.3380003	0	40	0.01	2213.56079	0
Buff_Tau_Kroot	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Tau_Kroot_FriendlyBoard	-0.6292076	-3.81812477	-46.39561	-0.6292076	-3.81812477	3.6	40	0.01	1582.34021	0
Buff_Tau_Kroot_intense	0	-1.47000027	-58.31588	0	-1.47000027	0	40	0.01	1845.67334	0
Buff_Tau_Water	0	-1.46999979	-43.736908	0	-1.46999979	0	40	0.01	1384.255	0
Buff_Tyranid	-1.52587891E-05	-1.31999969	-72.6668854	-1.52587891E-05	-1.31999969	0.228006363	40	0.01	2307.093	0
Buff_Tyranid Armor	0.0330805779	-0.420524836	-21.24964	0.0330805779	-0.420524836	0.577551365	40	0.01	690.821533	0
Buff_Tyranid Atk	-1.52587891E-05	-1.31999969	-72.6668854	-1.52587891E-05	-1.31999969	0.228006363	40	0.01	2307.093	0
Buff_Tyranid HP	-1.52587891E-05	-1.31999969	-72.6668854	-1.52587891E-05	-1.31999969	0.228006363	40	0.01	2307.093	0
Buff_UM_Intense	0	-1.3380003	-69.93965	0	-1.3380003	0	40	0.01	2213.56079	0
BulletImpact_1hit_trail_ork	1.25543737	1.05679488	-36.0697327	1.25543737	1.05679488	16.134964	40	0.01	1652.257	0
BulletImpact_1shot	0.348706335	0.00668126345	-1.68059349	0.348706335	0.00668126345	0	40	0.01	53.1900864	0
BulletImpact_1shot_pointblank	0.1791568	0.00303693116	-1.57979953	0.1791568	0.00303693116	0	40	0.01	50	0
BulletImpact_1shot_random_chaos	1.091677	0	-34.479702	1.091677	0	11.1580629	40	0.01	1444.41626	0
BulletImpact_1shot_random_EC	1.091677	0	-34.5768929	1.091677	0	11.2094812	40	0.01	1449.11963	0
BulletImpact_1shot_trail	1.76103568	-1.25218534	-30.5438919	1.76103568	-1.25218534	11.7858505	40	0.01	1339.71887	0
BulletImpact_1shot_trail_EC Daemon	0	0	-35.3064651	0	0	10.6330576	40	0.01	1453.9668	0
BulletImpact_1shotSniper	0.150337309	0.002429545	-2.48674321	0.150337309	0.002429545	0	40	0.01	78.70439	0
BulletImpact_1shotSniper_trail	1.76103568	-1.17218542	-68.24452	1.76103568	-1.17218542	29.9468822	40	0.01	3107.71729	0
BulletImpact_2shot	0.197948977	0.0204436779	-1.57979953	0.197948977	0.0204436779	0	40	0.01	50	0
BulletImpact_2shot_autocannon	2.474965	-4.12113571	-43.58921	2.474965	-4.12113571	9.836705	40	0.01	1690.90808	0
BulletImpact_2shot_ork	0.461039275	0.0681456	-1.70985615	0.461039275	0.0681456	0	40	0.01	54.1162376	0
BulletImpact_2shot_pointblank_chaos	0.197948977	0.0204436779	-1.57979953	0.197948977	0.0204436779	0	40	0.01	50	0
BulletImpact_2shot_pointblank_EC	0.197948977	0.0204436779	-1.57979953	0.197948977	0.0204436779	0	40	0.01	50	0
BulletImpact_2shot_Titus_AA	0.473247766	-1.08970547	-31.5864563	0.473247766	-1.08970547	11.7858505	40	0.01	1372.71558	0
BulletImpact_2shot_trail	1.76103544	-1.17218542	-30.4970932	1.76103544	-1.17218542	11.7858505	40	0.01	1338.23755	0
BulletImpact_2shot_trail_chaos	1.091677	0	-45.4852829	1.091677	0	13.7689075	40	0.01	1875.37061	0
BulletImpact_2shot_trail_EC	1.091677	0	-44.7685547	1.091677	0	13.410408	40	0.01	1841.34009	0
BulletImpact_2shot_trail_EC Daemon	0	0	-44.5535126	0	0	13.6839085	40	0.01	1843.19019	0
BulletImpact_2shot_trail_nurgle	1.03114629	-2.93562078	-34.5357552	1.03114629	-2.93562078	8.454385	40	0.01	1360.62012	0
BulletImpact_2shot_trail_ork_NEW	1.6187346	-4.82454443	-36.3075867	1.6187346	-4.82454443	12.2304363	40	0.01	1536.20825	0
BulletImpact_2shot_trail_twinlink	0.438802719	-1.17218542	-35.13468	0.438802719	-1.17218542	13.3686047	40	0.01	1535.10889	0
BulletImpact_3shot	0.1994123	0.05544363	-1.57979953	0.1994123	0.05544363	0	40	0.01	50	0
BulletImpact_3shot_pointblank	0.1994123	0.05544363	-1.57979953	0.1994123	0.05544363	0	40	0.01	50	0
BulletImpact_3shot_trail	1.76103568	-2.56476116	-36.2970924	1.76103568	-2.56476116	14.1867819	40	0.01	1597.7937	0
BulletImpact_3shot_trail_chaos	1.091677	0	-45.4852829	1.091677	0	13.7689075	40	0.01	1875.37061	0
BulletImpact_3shot_trail_EC	1.091677	0	-44.7685547	1.091677	0	13.410408	40	0.01	1841.34009	0
BulletImpact_3shot_trail_ork	2.33486819	-4.107781	-91.8351746	2.33486819	-4.107781	39.6163979	40	0.01	4160.387	0
BulletImpact_4shot	0.239294767	-0.032168448	-2.2821548	0.239294767	-0.032168448	0	40	0.01	72.2292557	0
BulletImpact_4shot_trail	1.80784321	-3.18086	-35.2430649	1.80784321	-3.18086	13.3861675	40	0.01	1539.09509	0
BulletImpact_4shot_trail_chaos	1.5291121	-1.0848856	-59.3860168	1.5291121	-1.0848856	20.1715069	40	0.01	2517.96265	0
BulletImpact_4shot_trail_EC	1.5291121	-1.0848856	-45.884716	1.5291121	-1.0848856	13.410408	40	0.01	1876.666	0
BulletImpact_4shot_trail_nurgle	1.69150853	-1.69182777	-41.22193	1.69150853	-1.69182777	10.5679808	40	0.01	1639.12927	0
BulletImpact_4shot_trail_twinlink	1.74631572	-3.18086	-35.5602264	1.74631572	-3.18086	13.3686047	40	0.01	1548.57715	0
BulletImpact_5shot	0.166531086	0.05718702	-2.50427556	0.166531086	0.05718702	0	40	0.01	79.259285	0
BulletImpact_5shot_trail	1.76103568	-4.08702374	-39.3207932	1.76103568	-4.08702374	14.98587	40	0.01	1718.78333	0
BulletImpact_5shot_trail_chaos	1.5291121	-1.0848856	-46.5815659	1.5291121	-1.0848856	13.7689075	40	0.01	1910.06738	0
BulletImpact_5shot_trail_EC	1.5291121	-1.0848856	-45.88121	1.5291121	-1.0848856	13.4086018	40	0.01	1876.498	0
BulletImpact_5shot_trail_ork	1.24804592	-4.314304	-43.5219269	1.24804592	-4.314304	15.7142544	40	0.01	1874.80054	0
BulletImpact_5shot_trail_ork_low	1.24804592	-4.314304	-43.5219269	1.24804592	-4.314304	15.7142544	40	0.01	1874.80054	0
BulletImpact_6shot_autocannon_EC	2.15183926	-4.38459826	-47.86026	2.15183926	-4.38459826	17.8728161	40	0.01	2080.4248	0
BulletImpact_6shot_trail_EC Daemon	0	0	-44.5591736	0	0	13.6866817	40	0.01	1843.457	0
BulletImpact_9shot	0.094124496	0.02816081	-2.76233935	0.094124496	0.02816081	0.152848035	40	0.01	92.26447	0
BulletImpact_9shot_trail	1.7866993	-4.21927261	-40.9293671	1.7866993	-4.21927261	15.7865238	40	0.01	1795.03442	0
BulletImpact_9shot_trail_chaos	1.86242938	-4.790088	-44.1939	1.86242938	-4.790088	16.01597	40	0.01	1905.61755	0
BulletImpact_9shot_trail_EC	1.63862491	-4.790088	-37.64001	1.63862491	-4.790088	12.4086084	40	0.01	1584.018	0
BulletImpact_9shot_trail_EC_twinlink	0.0455760956	-8.4727335	-60.37007	0.0455760956	-8.4727335	22.5292187	40	0.01	2623.72827	0
BulletImpact_Abaddon_AA_StormBolter	-0.747835159	-7.33633327	-50.054	-0.747835159	-7.33633327	15.782362	40	0.01	2083.6936	0
BulletImpact_AcidSpit	0.0127084255	-0.594875336	-22.6739979	0.0127084255	-0.594875336	7.564808	40	0.01	957.045654	0
BulletImpact_artillery_1shot	0	-32.82041	-212.030487	0	-32.82041	0.0454998	40	0.01	6712.117	0
BulletImpact_artillery_arc	0	13.1881084	-80.8667755	0	13.1881084	25.8551922	40	0.01	3377.706	0
BulletImpact_artillery_big	0	-33.0794144	-212.030487	0	-33.0794144	0.0454998	40	0.01	6712.117	0
BulletImpact_artillery_manticore	0	-31.4793854	-216.354874	0	-31.4793854	0.0454998	40	0.01	6848.98242	0
BulletImpact_artillery_manticore_spread	0	13.15456	-57.2746964	0	13.15456	0.0454998	40	0.01	1814.16052	0
BulletImpact_autocannon	1.183785	-4.334011	-46.3994446	1.183785	-4.334011	17.22156	40	0.01	2013.57837	0
BulletImpact_autocannon_Firestrike	0.007352352	0.158151209	-40.5393867	0.007352352	0.158151209	17.7528076	40	0.01	1844.92383	0
BulletImpact_autocannon_Hydra	-0.143493891	0.1943804	-39.5296936	-0.143493891	0.1943804	17.9980488	40	0.01	1820.72925	0
BulletImpact_autocannon_rapid	0.108250618	0.415258765	-41.70028	0.108250618	0.415258765	17.4666	40	0.01	1872.60718	0
BulletImpact_autogun_1shot	0.8323592	-2.66515613	-30.0464668	0.8323592	-2.66515613	11.6400385	40	0.01	1319.3606	0
BulletImpact_autogun_1shotSniper	0.7239938	-2.60826063	-69.5385	0.7239938	-2.60826063	29.6370087	40	0.01	3138.86353	0
